# # ell  Cl_LCDM  Cl_SRC  deltaC_over_C
# # Spectrum: TE
2.0000000000e+00 3.5154840614e-13 3.5176812295e-13 6.2499731263e-04
3.2496248124e+00 3.8871280612e-13 3.8882155768e-13 2.7977355289e-04
4.4992496248e+00 3.4209917452e-13 3.4211744602e-13 5.3409963309e-05
5.7488744372e+00 2.6877512703e-13 2.6874104944e-13 -1.2678847998e-04
6.9984992496e+00 1.9903755829e-13 1.9898504733e-13 -2.6382440885e-04
8.2481240620e+00 1.5013186162e-13 1.5008632120e-13 -3.0333618380e-04
9.4977488744e+00 1.2134585288e-13 1.2131811977e-13 -2.2854598962e-04
1.0747373687e+01 1.0934628419e-13 1.0933909743e-13 -6.5724783079e-05
1.1996998499e+01 1.0908654042e-13 1.0909194536e-13 4.9547226412e-05
1.3246623312e+01 1.1620678895e-13 1.1621943676e-13 1.0883885835e-04
1.4496248124e+01 1.2585554461e-13 1.2587297069e-13 1.3846092979e-04
1.5745872936e+01 1.3623516680e-13 1.3625209939e-13 1.2428937107e-04
1.6995497749e+01 1.4662627528e-13 1.4664529194e-13 1.2969481424e-04
1.8245122561e+01 1.5734521249e-13 1.5736600896e-13 1.3217098296e-04
1.9494747374e+01 1.6876030026e-13 1.6878315141e-13 1.3540594230e-04
2.0744372186e+01 1.8097398278e-13 1.8100063388e-13 1.4726483461e-04
2.1993996998e+01 1.9376166123e-13 1.9379128404e-13 1.5288271735e-04
2.3243621811e+01 2.0652476748e-13 2.0655595728e-13 1.5102208710e-04
2.4493246623e+01 2.1851191661e-13 2.1854397169e-13 1.4669715601e-04
2.5742871436e+01 2.2921810832e-13 2.2924796559e-13 1.3025702902e-04
2.6992496248e+01 2.3837326280e-13 2.3839695591e-13 9.9395016846e-05
2.8242121061e+01 2.4571261692e-13 2.4572778787e-13 6.1742653737e-05
2.9491745873e+01 2.5156218540e-13 2.5156898187e-13 2.7017045574e-05
3.0741370685e+01 2.5603299871e-13 2.5603220775e-13 -3.0892592337e-06
3.1990995498e+01 2.5924774822e-13 2.5924051526e-13 -2.7899792072e-05
3.3240620310e+01 2.6089114971e-13 2.6087891154e-13 -4.6909119057e-05
3.4490245123e+01 2.6089936846e-13 2.6088313308e-13 -6.2228504831e-05
3.5739869935e+01 2.5905385148e-13 2.5903367599e-13 -7.7881440520e-05
3.6989494747e+01 2.5518428617e-13 2.5515828201e-13 -1.0190343619e-04
3.8239119560e+01 2.4874465207e-13 2.4870732683e-13 -1.5005445932e-04
3.9488744372e+01 2.3995286109e-13 2.3989833597e-13 -2.2723260781e-04
4.0738369185e+01 2.2889114686e-13 2.2881702557e-13 -3.2382767182e-04
4.1987993997e+01 2.1569623125e-13 2.1560525710e-13 -4.2176979079e-04
4.3237618809e+01 2.0018934472e-13 2.0009028505e-13 -4.9482989177e-04
4.4487243622e+01 1.8258627523e-13 1.8248436983e-13 -5.5812188919e-04
4.5736868434e+01 1.6273828465e-13 1.6263340834e-13 -6.4444770532e-04
4.6986493247e+01 1.4045595925e-13 1.4034149896e-13 -8.1491942864e-04
4.8236118059e+01 1.1513092787e-13 1.1499237017e-13 -1.2034794086e-03
4.9485742871e+01 8.7113960112e-14 8.6941702077e-14 -1.9773872626e-03
5.0735367684e+01 5.6458492156e-14 5.6249585062e-14 -3.7001890264e-03
5.1984992496e+01 2.3212426101e-14 2.2971786475e-14 -1.0366845097e-02
5.3234617309e+01 -1.2975958420e-14 -1.3233956922e-14 1.9882808895e-02
5.4484242121e+01 -5.1774565226e-14 -5.2039108257e-14 5.1095171872e-03
5.5733866933e+01 -9.3225274967e-14 -9.3490950248e-14 2.8498203034e-03
5.6983491746e+01 -1.3740052300e-13 -1.3766822736e-13 1.9483503332e-03
5.8233116558e+01 -1.8482436590e-13 -1.8510475665e-13 1.5170659408e-03
5.9482741371e+01 -2.3513949971e-13 -2.3544744881e-13 1.3096442454e-03
6.0732366183e+01 -2.8827219157e-13 -2.8862003465e-13 1.2066480824e-03
6.1981990995e+01 -3.4415277648e-13 -3.4454852534e-13 1.1499220323e-03
6.3231615808e+01 -4.0309214548e-13 -4.0353822642e-13 1.1066475580e-03
6.4481240620e+01 -4.6459882932e-13 -4.6509070207e-13 1.0587042430e-03
6.5730865433e+01 -5.2858018835e-13 -5.2911013111e-13 1.0025777905e-03
6.6980490245e+01 -5.9503507516e-13 -5.9559618659e-13 9.4298882933e-04
6.8230115058e+01 -6.6435690515e-13 -6.6494351783e-13 8.8297822385e-04
6.9479739870e+01 -7.3621180628e-13 -7.3682137436e-13 8.2797922752e-04
7.0729364682e+01 -8.1058382407e-13 -8.1121635946e-13 7.8034544322e-04
7.1978989495e+01 -8.8748409989e-13 -8.8814213090e-13 7.4145667748e-04
7.3228614307e+01 -9.6724555216e-13 -9.6793295623e-13 7.1068206926e-04
7.4478239120e+01 -1.0494393405e-12 -1.0501591493e-12 6.8589846395e-04
7.5727863932e+01 -1.1339461008e-12 -1.1347008179e-12 6.6556698034e-04
7.6977488744e+01 -1.2206731281e-12 -1.2214646992e-12 6.4847093623e-04
7.8227113557e+01 -1.3098236375e-12 -1.3106534567e-12 6.3353508367e-04
7.9476738369e+01 -1.4009844176e-12 -1.4018528872e-12 6.1989958732e-04
8.0726363182e+01 -1.4940284935e-12 -1.4949354565e-12 6.0705871976e-04
8.1975987994e+01 -1.5888831368e-12 -1.5898281694e-12 5.9477790268e-04
8.3225612806e+01 -1.6857278559e-12 -1.6867101588e-12 5.8271735020e-04
8.4475237619e+01 -1.7842448746e-12 -1.7852634437e-12 5.7086847277e-04
8.5724862431e+01 -1.8843301765e-12 -1.8853837404e-12 5.5911850925e-04
8.6974487244e+01 -1.9859053167e-12 -1.9869923067e-12 5.4735241429e-04
8.8224112056e+01 -2.0890876418e-12 -2.0902058512e-12 5.3526208771e-04
8.9473736868e+01 -2.1935907671e-12 -2.1947380172e-12 5.2300096055e-04
9.0723361681e+01 -2.2992910409e-12 -2.3004652716e-12 5.1069247211e-04
9.1972986493e+01 -2.4060837096e-12 -2.4072830180e-12 4.9844832503e-04
9.3222611306e+01 -2.5139899080e-12 -2.5152123562e-12 4.8625818540e-04
9.4472236118e+01 -2.6227533674e-12 -2.6239974971e-12 4.7436013265e-04
9.5721860930e+01 -2.7322404150e-12 -2.7335050591e-12 4.6285977077e-04
9.6971485743e+01 -2.8423314256e-12 -2.8436157114e-12 4.5184238559e-04
9.8221110555e+01 -2.9529557176e-12 -2.9542590623e-12 4.4136951984e-04
9.9470735368e+01 -3.0639118757e-12 -3.0652339872e-12 4.3151093704e-04
1.0072036018e+02 -3.1750741354e-12 -3.1764145942e-12 4.2218187859e-04
1.0196998499e+02 -3.2863249267e-12 -3.2876831059e-12 4.1328206105e-04
1.0321960980e+02 -3.3975221845e-12 -3.3988970721e-12 4.0467361852e-04
1.0446923462e+02 -3.5085310910e-12 -3.5099215025e-12 3.9629445736e-04
1.0571885943e+02 -3.6192289114e-12 -3.6206334133e-12 3.8806661742e-04
1.0696848424e+02 -3.7294901953e-12 -3.7309070693e-12 3.7991092437e-04
1.0821810905e+02 -3.8390867693e-12 -3.8405136510e-12 3.7167217199e-04
1.0946773387e+02 -3.9479417646e-12 -3.9493761818e-12 3.6333292945e-04
1.1071735868e+02 -4.0559390358e-12 -4.0573783613e-12 3.5486863218e-04
1.1196698349e+02 -4.1629515578e-12 -4.1643931269e-12 3.4628534080e-04
1.1321660830e+02 -4.2686720862e-12 -4.2701128433e-12 3.3751880217e-04
1.1446623312e+02 -4.3730898559e-12 -4.3745270775e-12 3.2865129080e-04
1.1571585793e+02 -4.4761001537e-12 -4.4775311892e-12 3.1970586981e-04
1.1696548274e+02 -4.5775725591e-12 -4.5789947804e-12 3.1069333115e-04
1.1821510755e+02 -4.6771172202e-12 -4.6785276639e-12 3.0156262907e-04
1.1946473237e+02 -4.7747844536e-12 -4.7761805182e-12 2.9238275802e-04
1.2071435718e+02 -4.8704806784e-12 -4.8718598755e-12 2.8317473951e-04
1.2196398199e+02 -4.9640729222e-12 -4.9654328266e-12 2.7394931588e-04
1.2321360680e+02 -5.0550920221e-12 -5.0564299241e-12 2.6466421856e-04
1.2446323162e+02 -5.1436593149e-12 -5.1449727477e-12 2.5534987739e-04
1.2571285643e+02 -5.2297061826e-12 -5.2309926734e-12 2.4599676786e-04
1.2696248124e+02 -5.3131103559e-12 -5.3143673691e-12 2.3658705814e-04
1.2821210605e+02 -5.3933416921e-12 -5.3945662518e-12 2.2705026019e-04
1.2946173087e+02 -5.4705839319e-12 -5.4717732920e-12 2.1741007829e-04
1.3071135568e+02 -5.5447870676e-12 -5.5459384835e-12 2.0765736233e-04
1.3196098049e+02 -5.6158323616e-12 -5.6169430244e-12 1.9777349015e-04
1.3321060530e+02 -5.6831252267e-12 -5.6841918502e-12 1.8768255033e-04
1.3446023012e+02 -5.7469072111e-12 -5.7479267636e-12 1.7740890131e-04
1.3570985493e+02 -5.8071491217e-12 -5.8081185817e-12 1.6694249728e-04
1.3695947974e+02 -5.8637378984e-12 -5.8646541839e-12 1.5626304160e-04
1.3820910455e+02 -5.9160259162e-12 -5.9168854784e-12 1.4529385013e-04
