# # k [h/Mpc]  P_LCDM [(Mpc/h)^3]  P_SRC [(Mpc/h)^3]  deltaP_over_P
# # z = 0.5
5.0416199801e+00 8.3909563327e-01 8.3908200454e-01 -1.6242170719e-05
5.0567146195e+00 8.3134894582e-01 8.3133556158e-01 -1.6099430163e-05
5.0718092589e+00 8.2360225838e-01 8.2358911862e-01 -1.5954004411e-05
5.0869038983e+00 8.1585557093e-01 8.1584267567e-01 -1.5805816974e-05
5.1019985377e+00 8.0810888348e-01 8.0809623271e-01 -1.5654788431e-05
5.1170931771e+00 8.0036219604e-01 8.0034978975e-01 -1.5500836284e-05
5.1321878165e+00 7.9261550859e-01 7.9260334680e-01 -1.5343874812e-05
5.1472824559e+00 7.8486882114e-01 7.8485690384e-01 -1.5183814907e-05
5.1623770953e+00 7.7712213370e-01 7.7711046088e-01 -1.5020563910e-05
5.1774717347e+00 7.6937544625e-01 7.6936401793e-01 -1.4854025430e-05
5.1925663741e+00 7.6162875880e-01 7.6161757497e-01 -1.4684099154e-05
5.2076610135e+00 7.5388207136e-01 7.5387113201e-01 -1.4510680645e-05
5.2227556529e+00 7.4613538391e-01 7.4612468906e-01 -1.4333661130e-05
5.2378502922e+00 7.3838869646e-01 7.3837824610e-01 -1.4152927271e-05
5.2529449316e+00 7.3064200902e-01 7.3063180315e-01 -1.3968360923e-05
5.2680395710e+00 7.2289532157e-01 7.2288536019e-01 -1.3779838877e-05
5.2831342104e+00 7.1514863412e-01 7.1513891723e-01 -1.3587232585e-05
5.2982288498e+00 7.0740194668e-01 7.0739247428e-01 -1.3390407869e-05
5.3133234892e+00 7.0204765058e-01 7.0203322075e-01 -2.0553910871e-05
5.3284181286e+00 6.9859599278e-01 6.9858166381e-01 -2.0511101259e-05
5.3435127680e+00 6.9514433499e-01 6.9513010687e-01 -2.0467866515e-05
5.3586074074e+00 6.9169267719e-01 6.9167854993e-01 -2.0424200274e-05
5.3737020468e+00 6.8824101940e-01 6.8822699298e-01 -2.0380096045e-05
5.3887966862e+00 6.8478936161e-01 6.8477543604e-01 -2.0335547203e-05
5.4038913256e+00 6.8133770381e-01 6.8132387910e-01 -2.0290546993e-05
5.4189859650e+00 6.7788604602e-01 6.7787232216e-01 -2.0245088518e-05
5.4340806044e+00 6.7443438823e-01 6.7442076522e-01 -2.0199164744e-05
5.4491752438e+00 6.7098273043e-01 6.7096920828e-01 -2.0152768490e-05
5.4642698832e+00 6.6753107264e-01 6.6751765133e-01 -2.0105892425e-05
5.4793645226e+00 6.6407941485e-01 6.6406609439e-01 -2.0058529069e-05
5.4944591620e+00 6.6062775705e-01 6.6061453745e-01 -2.0010670783e-05
5.5095538014e+00 6.5717609926e-01 6.5716298051e-01 -1.9962309770e-05
5.5246484408e+00 6.5372444147e-01 6.5371142357e-01 -1.9913438065e-05
5.5397430802e+00 6.5027278367e-01 6.5025986663e-01 -1.9864047537e-05
5.5548377195e+00 6.4682112588e-01 6.4680830968e-01 -1.9814129879e-05
5.5699323589e+00 6.4336946809e-01 6.4335675274e-01 -1.9763676608e-05
5.5850269983e+00 6.3991781029e-01 6.3990519580e-01 -1.9712679056e-05
5.6001216377e+00 6.3646615250e-01 6.3645363886e-01 -1.9661128369e-05
5.6152162771e+00 6.3301449471e-01 6.3300208192e-01 -1.9609015497e-05
5.6303109165e+00 6.2956283691e-01 6.2955052498e-01 -1.9556331195e-05
5.6454055559e+00 6.2611117912e-01 6.2609896803e-01 -1.9503066011e-05
5.6605001953e+00 6.2265952133e-01 6.2264741109e-01 -1.9449210285e-05
5.6755948347e+00 6.1920786353e-01 6.1919585415e-01 -1.9394754143e-05
5.6906894741e+00 6.1575620574e-01 6.1574429721e-01 -1.9339687486e-05
5.7057841135e+00 6.1230454795e-01 6.1229274027e-01 -1.9283999990e-05
5.7208787529e+00 6.0885289015e-01 6.0884118333e-01 -1.9227681096e-05
5.7359733923e+00 6.0540123236e-01 6.0538962638e-01 -1.9170720005e-05
5.7510680317e+00 6.0194957457e-01 6.0193806944e-01 -1.9113105669e-05
5.7661626711e+00 5.9849791677e-01 5.9848651250e-01 -1.9054826786e-05
5.7812573105e+00 5.9504625898e-01 5.9503495556e-01 -1.8995871792e-05
5.7963519499e+00 5.9159460119e-01 5.9158339862e-01 -1.8936228853e-05
5.8114465893e+00 5.8814294339e-01 5.8813184168e-01 -1.8875885855e-05
5.8265412287e+00 5.8469128560e-01 5.8468028473e-01 -1.8814830402e-05
5.8416358681e+00 5.8123962781e-01 5.8122872779e-01 -1.8753049800e-05
5.8567305075e+00 5.7778797001e-01 5.7777717085e-01 -1.8690531053e-05
5.8718251469e+00 5.7433631222e-01 5.7432561391e-01 -1.8627260854e-05
5.8869197862e+00 5.7088465443e-01 5.7087405697e-01 -1.8563225572e-05
5.9020144256e+00 5.6743299663e-01 5.6742250003e-01 -1.8498411245e-05
5.9171090650e+00 5.6398133884e-01 5.6397094308e-01 -1.8432803569e-05
5.9322037044e+00 5.6052968105e-01 5.6051938614e-01 -1.8366387890e-05
5.9472983438e+00 5.5707802325e-01 5.5706782920e-01 -1.8299149186e-05
5.9623929832e+00 5.5362636546e-01 5.5361627226e-01 -1.8231072065e-05
5.9774876226e+00 5.5017470767e-01 5.5016471532e-01 -1.8162140746e-05
5.9925822620e+00 5.4672304987e-01 5.4671315838e-01 -1.8092339052e-05
6.0076769014e+00 5.4327139208e-01 5.4326160143e-01 -1.8021650391e-05
6.0227715408e+00 5.3981973429e-01 5.3981004449e-01 -1.7950057751e-05
6.0378661802e+00 5.3636807649e-01 5.3635848755e-01 -1.7877543679e-05
6.0529608196e+00 5.3291641870e-01 5.3290693061e-01 -1.7804090271e-05
6.0680554590e+00 5.2946476091e-01 5.2945537367e-01 -1.7729679156e-05
6.0831500984e+00 5.2601310311e-01 5.2600381673e-01 -1.7654291481e-05
6.0982447378e+00 5.2256144532e-01 5.2255225978e-01 -1.7577907895e-05
6.1133393772e+00 5.1910978753e-01 5.1910070284e-01 -1.7500508531e-05
6.1284340166e+00 5.1565812973e-01 5.1564914590e-01 -1.7422072992e-05
6.1435286560e+00 5.1220647194e-01 5.1219758896e-01 -1.7342580330e-05
6.1586232954e+00 5.0875481415e-01 5.0874603202e-01 -1.7262009028e-05
6.1737179348e+00 5.0530315635e-01 5.0529447508e-01 -1.7180336984e-05
6.1888125742e+00 5.0185149856e-01 5.0184291813e-01 -1.7097541483e-05
6.2039072135e+00 4.9839984077e-01 4.9839136119e-01 -1.7013599186e-05
6.2190018529e+00 4.9494818297e-01 4.9493980425e-01 -1.6928486099e-05
6.2340964923e+00 4.9149652518e-01 4.9148824731e-01 -1.6842177555e-05
6.2491911317e+00 4.8804486739e-01 4.8803669037e-01 -1.6754648192e-05
6.2642857711e+00 4.8459320959e-01 4.8458513343e-01 -1.6665871921e-05
6.2793804105e+00 4.8114155180e-01 4.8113357648e-01 -1.6575821907e-05
6.2944750499e+00 4.7768989401e-01 4.7768201954e-01 -1.6484470539e-05
6.3095696893e+00 4.7423823621e-01 4.7423046260e-01 -1.6391789403e-05
6.3246643287e+00 4.7078657842e-01 4.7077890566e-01 -1.6297749249e-05
6.3397589681e+00 4.6733492063e-01 4.6732734872e-01 -1.6202319964e-05
6.3548536075e+00 4.6388326283e-01 4.6387579178e-01 -1.6105470542e-05
6.3699482469e+00 4.6043160504e-01 4.6042423483e-01 -1.6007169043e-05
6.3850428863e+00 4.5697994725e-01 4.5697267789e-01 -1.5907382563e-05
6.4001375257e+00 4.5352828945e-01 4.5352112095e-01 -1.5806077198e-05
6.4152321651e+00 4.5007663166e-01 4.5006956401e-01 -1.5703218002e-05
6.4303268045e+00 4.4662497387e-01 4.4661800707e-01 -1.5598768949e-05
6.4454214439e+00 4.4317331607e-01 4.4316645013e-01 -1.5492692893e-05
6.4605160833e+00 4.3972165828e-01 4.3971489318e-01 -1.5384951519e-05
6.4756107227e+00 4.3627000049e-01 4.3626333624e-01 -1.5275505299e-05
6.4907053621e+00 4.3281834269e-01 4.3281177930e-01 -1.5164313447e-05
6.5058000015e+00 4.2936668490e-01 4.2936022236e-01 -1.5051333863e-05
6.5208946408e+00 4.2591502711e-01 4.2590866542e-01 -1.4936523084e-05
6.5359892802e+00 4.2246336931e-01 4.2245710848e-01 -1.4819836225e-05
6.5510839196e+00 4.1901171152e-01 4.1900555153e-01 -1.4701226922e-05
6.5661785590e+00 4.1556005373e-01 4.1555399459e-01 -1.4580647273e-05
6.5812731984e+00 4.1210839593e-01 4.1210243765e-01 -1.4458047768e-05
6.5963678378e+00 4.0865673814e-01 4.0865088071e-01 -1.4333377227e-05
6.6114624772e+00 4.0520508035e-01 4.0519932377e-01 -1.4206582723e-05
6.6265571166e+00 4.0175342255e-01 4.0174776683e-01 -1.4077609514e-05
6.6416517560e+00 3.9830176476e-01 3.9829620988e-01 -1.3946400958e-05
6.6567463954e+00 3.9485010697e-01 3.9484465294e-01 -1.3812898433e-05
6.6718410348e+00 3.9139844917e-01 3.9139309600e-01 -1.3677041248e-05
6.6869356742e+00 3.8902271832e-01 3.8901454728e-01 -2.1004008991e-05
6.7020303136e+00 3.8749471076e-01 3.8748658561e-01 -2.0968398298e-05
6.7171249530e+00 3.8596670320e-01 3.8595862395e-01 -2.0932505646e-05
6.7322195924e+00 3.8443869564e-01 3.8443066228e-01 -2.0896327672e-05
6.7473142318e+00 3.8291068807e-01 3.8290270061e-01 -2.0859860962e-05
6.7624088712e+00 3.8138268051e-01 3.8137473894e-01 -2.0823102044e-05
6.7775035106e+00 3.7985467295e-01 3.7984677728e-01 -2.0786047393e-05
6.7925981500e+00 3.7832666539e-01 3.7831881561e-01 -2.0748693425e-05
6.8076927894e+00 3.7679865783e-01 3.7679085394e-01 -2.0711036498e-05
6.8227874288e+00 3.7527065027e-01 3.7526289227e-01 -2.0673072912e-05
6.8378820681e+00 3.7374264271e-01 3.7373493060e-01 -2.0634798907e-05
6.8529767075e+00 3.7221463515e-01 3.7220696894e-01 -2.0596210657e-05
6.8680713469e+00 3.7068662759e-01 3.7067900727e-01 -2.0557304279e-05
6.8831659863e+00 3.6915862003e-01 3.6915104560e-01 -2.0518075821e-05
6.8982606257e+00 3.6763061246e-01 3.6762308393e-01 -2.0478521267e-05
6.9133552651e+00 3.6610260490e-01 3.6609512227e-01 -2.0438636534e-05
6.9284499045e+00 3.6457459734e-01 3.6456716060e-01 -2.0398417472e-05
6.9435445439e+00 3.6304658978e-01 3.6303919893e-01 -2.0357859857e-05
6.9586391833e+00 3.6151858222e-01 3.6151123726e-01 -2.0316959397e-05
6.9737338227e+00 3.5999057466e-01 3.5998327560e-01 -2.0275711728e-05
6.9888284621e+00 3.5846256710e-01 3.5845531393e-01 -2.0234112408e-05
7.0039231015e+00 3.5693455954e-01 3.5692735226e-01 -2.0192156921e-05
7.0190177409e+00 3.5540655198e-01 3.5539939059e-01 -2.0149840675e-05
7.0341123803e+00 3.5387854442e-01 3.5387142892e-01 -2.0107158994e-05
7.0492070197e+00 3.5235053686e-01 3.5234346726e-01 -2.0064107126e-05
7.0643016591e+00 3.5082252929e-01 3.5081550559e-01 -2.0020680233e-05
7.0793962985e+00 3.4929452173e-01 3.4928754392e-01 -1.9976873394e-05
7.0944909379e+00 3.4776651417e-01 3.4775958225e-01 -1.9932681599e-05
7.1095855773e+00 3.4623850661e-01 3.4623162059e-01 -1.9888099754e-05
7.1246802167e+00 3.4471049905e-01 3.4470365892e-01 -1.9843122670e-05
7.1397748561e+00 3.4318249149e-01 3.4317569725e-01 -1.9797745068e-05
7.1548694955e+00 3.4165448393e-01 3.4164773558e-01 -1.9751961575e-05
7.1699641348e+00 3.4012647637e-01 3.4011977392e-01 -1.9705766721e-05
7.1850587742e+00 3.3859846881e-01 3.3859181225e-01 -1.9659154935e-05
7.2001534136e+00 3.3707046125e-01 3.3706385058e-01 -1.9612120548e-05
7.2152480530e+00 3.3554245369e-01 3.3553588891e-01 -1.9564657787e-05
7.2303426924e+00 3.3401444612e-01 3.3400792724e-01 -1.9516760772e-05
7.2454373318e+00 3.3248643856e-01 3.3247996558e-01 -1.9468423517e-05
7.2605319712e+00 3.3095843100e-01 3.3095200391e-01 -1.9419639923e-05
7.2756266106e+00 3.2943042344e-01 3.2942404224e-01 -1.9370403781e-05
7.2907212500e+00 3.2790241588e-01 3.2789608057e-01 -1.9320708764e-05
7.3058158894e+00 3.2637440832e-01 3.2636811891e-01 -1.9270548425e-05
7.3209105288e+00 3.2484640076e-01 3.2484015724e-01 -1.9219916200e-05
7.3360051682e+00 3.2331839320e-01 3.2331219557e-01 -1.9168805397e-05
7.3510998076e+00 3.2179038564e-01 3.2178423390e-01 -1.9117209200e-05
7.3661944470e+00 3.2026237808e-01 3.2025627223e-01 -1.9065120660e-05
7.3812890864e+00 3.1873437051e-01 3.1872831057e-01 -1.9012532697e-05
7.3963837258e+00 3.1720636295e-01 3.1720034890e-01 -1.8959438093e-05
7.4114783652e+00 3.1567835539e-01 3.1567238723e-01 -1.8905829492e-05
7.4265730046e+00 3.1415034783e-01 3.1414442556e-01 -1.8851699393e-05
7.4416676440e+00 3.1262234027e-01 3.1261646390e-01 -1.8797040150e-05
7.4567622834e+00 3.1109433271e-01 3.1108850223e-01 -1.8741843964e-05
7.4718569228e+00 3.0956632515e-01 3.0956054056e-01 -1.8686102887e-05
7.4869515621e+00 3.0803831759e-01 3.0803257889e-01 -1.8629808808e-05
7.5020462015e+00 3.0651031003e-01 3.0650461723e-01 -1.8572953457e-05
7.5171408409e+00 3.0498230247e-01 3.0497665556e-01 -1.8515528399e-05
7.5322354803e+00 3.0345429491e-01 3.0344869389e-01 -1.8457525027e-05
7.5473301197e+00 3.0192628734e-01 3.0192073222e-01 -1.8398934560e-05
7.5624247591e+00 3.0039827978e-01 3.0039277055e-01 -1.8339748041e-05
7.5775193985e+00 2.9887027222e-01 2.9886480889e-01 -1.8279956325e-05
7.5926140379e+00 2.9734226466e-01 2.9733684722e-01 -1.8219550085e-05
7.6077086773e+00 2.9581425710e-01 2.9580888555e-01 -1.8158519796e-05
7.6228033167e+00 2.9428624954e-01 2.9428092388e-01 -1.8096855738e-05
7.6378979561e+00 2.9275824198e-01 2.9275296222e-01 -1.8034547988e-05
7.6529925955e+00 2.9123023442e-01 2.9122500055e-01 -1.7971586413e-05
7.6680872349e+00 2.8970222686e-01 2.8969703888e-01 -1.7907960669e-05
7.6831818743e+00 2.8817421930e-01 2.8816907721e-01 -1.7843660189e-05
7.6982765137e+00 2.8664621174e-01 2.8664111555e-01 -1.7778674184e-05
7.7133711531e+00 2.8511820417e-01 2.8511315388e-01 -1.7712991632e-05
7.7284657925e+00 2.8359019661e-01 2.8358519221e-01 -1.7646601274e-05
7.7435604319e+00 2.8206218905e-01 2.8205723054e-01 -1.7579491607e-05
7.7586550713e+00 2.8053418149e-01 2.8052926887e-01 -1.7511650877e-05
7.7737497107e+00 2.7900617393e-01 2.7900130721e-01 -1.7443067072e-05
7.7888443501e+00 2.7747816637e-01 2.7747334554e-01 -1.7373727918e-05
7.8039389894e+00 2.7595015881e-01 2.7594538387e-01 -1.7303620865e-05
7.8190336288e+00 2.7442215125e-01 2.7441742220e-01 -1.7232733088e-05
7.8341282682e+00 2.7289414369e-01 2.7288946054e-01 -1.7161051471e-05
7.8492229076e+00 2.7136613613e-01 2.7136149887e-01 -1.7088562606e-05
7.8643175470e+00 2.6983812856e-01 2.6983353720e-01 -1.7015252777e-05
7.8794121864e+00 2.6831012100e-01 2.6830557553e-01 -1.6941107959e-05
7.8945068258e+00 2.6678211344e-01 2.6677761387e-01 -1.6866113806e-05
7.9096014652e+00 2.6525410588e-01 2.6524965220e-01 -1.6790255638e-05
7.9246961046e+00 2.6372609832e-01 2.6372169053e-01 -1.6713518439e-05
7.9397907440e+00 2.6219809076e-01 2.6219372886e-01 -1.6635886839e-05
7.9548853834e+00 2.6067008320e-01 2.6066576719e-01 -1.6557345110e-05
7.9699800228e+00 2.5914207564e-01 2.5913780553e-01 -1.6477877153e-05
7.9850746622e+00 2.5761406808e-01 2.5760984386e-01 -1.6397466486e-05
8.0001693016e+00 2.5608606052e-01 2.5608188219e-01 -1.6316096235e-05
8.0152639410e+00 2.5455805296e-01 2.5455392052e-01 -1.6233749119e-05
8.0303585804e+00 2.5303004539e-01 2.5302595886e-01 -1.6150407442e-05
8.0454532198e+00 2.5150203783e-01 2.5149799719e-01 -1.6066053075e-05
8.0605478592e+00 2.4997403027e-01 2.4997003552e-01 -1.5980667448e-05
8.0756424986e+00 2.4844602271e-01 2.4844207385e-01 -1.5894231534e-05
8.0907371380e+00 2.4691801515e-01 2.4691411219e-01 -1.5806725834e-05
8.1058317774e+00 2.4539000759e-01 2.4538615052e-01 -1.5718130363e-05
8.1209264167e+00 2.4386200003e-01 2.4385818885e-01 -1.5628424637e-05
8.1360210561e+00 2.4233399247e-01 2.4233022718e-01 -1.5537587653e-05
8.1511156955e+00 2.4080598491e-01 2.4080226551e-01 -1.5445597878e-05
8.1662103349e+00 2.3927797735e-01 2.3927430385e-01 -1.5352433226e-05
8.1813049743e+00 2.3774996978e-01 2.3774634218e-01 -1.5258071045e-05
8.1963996137e+00 2.3622196222e-01 2.3621838051e-01 -1.5162488095e-05
8.2114942531e+00 2.3469395466e-01 2.3469041884e-01 -1.5065660533e-05
8.2265888925e+00 2.3316594710e-01 2.3316245718e-01 -1.4967563891e-05
8.2416835319e+00 2.3163793954e-01 2.3163449551e-01 -1.4868173052e-05
8.2567781713e+00 2.3010993198e-01 2.3010653384e-01 -1.4767462236e-05
8.2718728107e+00 2.2858192442e-01 2.2857857217e-01 -1.4665404972e-05
8.2869674501e+00 2.2705391686e-01 2.2705061051e-01 -1.4561974075e-05
8.3020620895e+00 2.2552590930e-01 2.2552264884e-01 -1.4457141627e-05
8.3171567289e+00 2.2399790174e-01 2.2399468717e-01 -1.4350878943e-05
8.3322513683e+00 2.2246989418e-01 2.2246672550e-01 -1.4243156555e-05
8.3473460077e+00 2.2094188661e-01 2.2093876383e-01 -1.4133944177e-05
8.3624406471e+00 2.1941387905e-01 2.1941080217e-01 -1.4023210679e-05
8.3775352865e+00 2.1788587149e-01 2.1788284050e-01 -1.3910924060e-05
8.3926299259e+00 2.1635786393e-01 2.1635487883e-01 -1.3797051413e-05
8.4077245653e+00 2.1482985637e-01 2.1482691716e-01 -1.3681558895e-05
