# # k [h/Mpc]  P_LCDM [(Mpc/h)^3]  P_SRC [(Mpc/h)^3]  deltaP_over_P
# # z = 0.0
5.1019985377e+00 1.3616416984e+00 1.3604239577e+00 -8.9431802775e-04
5.1170931771e+00 1.3485888357e+00 1.3473828995e+00 -8.9422082296e-04
5.1321878165e+00 1.3355359730e+00 1.3343418413e+00 -8.9412171811e-04
5.1472824559e+00 1.3224831104e+00 1.3213007831e+00 -8.9402065693e-04
5.1623770953e+00 1.3094302477e+00 1.3082597250e+00 -8.9391758093e-04
5.1774717347e+00 1.2963773850e+00 1.2952186668e+00 -8.9381242924e-04
5.1925663741e+00 1.2833245223e+00 1.2821776086e+00 -8.9370513852e-04
5.2076610135e+00 1.2702716597e+00 1.2691365504e+00 -8.9359564284e-04
5.2227556529e+00 1.2572187970e+00 1.2560954923e+00 -8.9348387352e-04
5.2378502922e+00 1.2441659343e+00 1.2430544341e+00 -8.9336975901e-04
5.2529449316e+00 1.2311130716e+00 1.2300133759e+00 -8.9325322469e-04
5.2680395710e+00 1.2180602090e+00 1.2169723177e+00 -8.9313419279e-04
5.2831342104e+00 1.2050073463e+00 1.2039312596e+00 -8.9301258213e-04
5.2982288498e+00 1.1919544836e+00 1.1908902014e+00 -8.9288830801e-04
5.3133234892e+00 1.1829326441e+00 1.1818679178e+00 -9.0007343149e-04
5.3284181286e+00 1.1771166258e+00 1.1760571944e+00 -9.0002238379e-04
5.3435127680e+00 1.1713006074e+00 1.1702464711e+00 -8.9997082913e-04
5.3586074074e+00 1.1654845891e+00 1.1644357477e+00 -8.9991875994e-04
5.3737020468e+00 1.1596685708e+00 1.1586250243e+00 -8.9986616848e-04
5.3887966862e+00 1.1538525525e+00 1.1528143009e+00 -8.9981304683e-04
5.4038913256e+00 1.1480365342e+00 1.1470035776e+00 -8.9975938695e-04
5.4189859650e+00 1.1422205159e+00 1.1411928542e+00 -8.9970518061e-04
5.4340806044e+00 1.1364044976e+00 1.1353821308e+00 -8.9965041943e-04
5.4491752438e+00 1.1305884793e+00 1.1295714074e+00 -8.9959509484e-04
5.4642698832e+00 1.1247724610e+00 1.1237606841e+00 -8.9953919809e-04
5.4793645226e+00 1.1189564427e+00 1.1179499607e+00 -8.9948272028e-04
5.4944591620e+00 1.1131404244e+00 1.1121392373e+00 -8.9942565229e-04
5.5095538014e+00 1.1073244060e+00 1.1063285139e+00 -8.9936798482e-04
5.5246484408e+00 1.1015083877e+00 1.1005177905e+00 -8.9930970838e-04
5.5397430802e+00 1.0956923694e+00 1.0947070672e+00 -8.9925081326e-04
5.5548377195e+00 1.0898763511e+00 1.0888963438e+00 -8.9919128957e-04
5.5699323589e+00 1.0840603328e+00 1.0830856204e+00 -8.9913112719e-04
5.5850269983e+00 1.0782443145e+00 1.0772748970e+00 -8.9907031577e-04
5.6001216377e+00 1.0724282962e+00 1.0714641737e+00 -8.9900884477e-04
5.6152162771e+00 1.0666122779e+00 1.0656534503e+00 -8.9894670339e-04
5.6303109165e+00 1.0607962596e+00 1.0598427269e+00 -8.9888388061e-04
5.6454055559e+00 1.0549802413e+00 1.0540320035e+00 -8.9882036516e-04
5.6605001953e+00 1.0491642230e+00 1.0482212802e+00 -8.9875614551e-04
5.6755948347e+00 1.0433482046e+00 1.0424105568e+00 -8.9869120989e-04
5.6906894741e+00 1.0375321863e+00 1.0365998334e+00 -8.9862554626e-04
5.7057841135e+00 1.0317161680e+00 1.0307891100e+00 -8.9855914231e-04
5.7208787529e+00 1.0259001497e+00 1.0249783867e+00 -8.9849198545e-04
5.7359733923e+00 1.0200841314e+00 1.0191676633e+00 -8.9842406280e-04
5.7510680317e+00 1.0142681131e+00 1.0133569399e+00 -8.9835536118e-04
5.7661626711e+00 1.0084520948e+00 1.0075462165e+00 -8.9828586712e-04
5.7812573105e+00 1.0026360765e+00 1.0017354932e+00 -8.9821556683e-04
5.7963519499e+00 9.9682005817e-01 9.9592476977e-01 -8.9814444619e-04
5.8114465893e+00 9.9100403986e-01 9.9011404640e-01 -8.9807249077e-04
5.8265412287e+00 9.8518802156e-01 9.8430332302e-01 -8.9799968578e-04
5.8416358681e+00 9.7937200325e-01 9.7849259965e-01 -8.9792601607e-04
5.8567305075e+00 9.7355598494e-01 9.7268187627e-01 -8.9785146617e-04
5.8718251469e+00 9.6773996663e-01 9.6687115289e-01 -8.9777602018e-04
5.8869197862e+00 9.6192394832e-01 9.6106042952e-01 -8.9769966187e-04
5.9020144256e+00 9.5610793001e-01 9.5524970614e-01 -8.9762237459e-04
5.9171090650e+00 9.5029191170e-01 9.4943898276e-01 -8.9754414127e-04
5.9322037044e+00 9.4447589339e-01 9.4362825939e-01 -8.9746494443e-04
5.9472983438e+00 9.3865987508e-01 9.3781753601e-01 -8.9738476618e-04
5.9623929832e+00 9.3284385677e-01 9.3200681263e-01 -8.9730358815e-04
5.9774876226e+00 9.2702783847e-01 9.2619608926e-01 -8.9722139152e-04
5.9925822620e+00 9.2121182016e-01 9.2038536588e-01 -8.9713815701e-04
6.0076769014e+00 9.1539580185e-01 9.1457464251e-01 -8.9705386482e-04
6.0227715408e+00 9.0957978354e-01 9.0876391913e-01 -8.9696849468e-04
6.0378661802e+00 9.0376376523e-01 9.0295319575e-01 -8.9688202577e-04
6.0529608196e+00 8.9794774692e-01 8.9714247238e-01 -8.9679443673e-04
6.0680554590e+00 8.9213172861e-01 8.9133174900e-01 -8.9670570567e-04
6.0831500984e+00 8.8631571030e-01 8.8552102562e-01 -8.9661581010e-04
6.0982447378e+00 8.8049969199e-01 8.7971030225e-01 -8.9652472695e-04
6.1133393772e+00 8.7468367368e-01 8.7389957887e-01 -8.9643243252e-04
6.1284340166e+00 8.6886765538e-01 8.6808885549e-01 -8.9633890249e-04
6.1435286560e+00 8.6305163707e-01 8.6227813212e-01 -8.9624411188e-04
6.1586232954e+00 8.5723561876e-01 8.5646740874e-01 -8.9614803503e-04
6.1737179348e+00 8.5141960045e-01 8.5065668537e-01 -8.9605064559e-04
6.1888125742e+00 8.4560358214e-01 8.4484596199e-01 -8.9595191647e-04
6.2039072135e+00 8.3978756383e-01 8.3903523861e-01 -8.9585181984e-04
6.2190018529e+00 8.3397154552e-01 8.3322451524e-01 -8.9575032708e-04
6.2340964923e+00 8.2815552721e-01 8.2741379186e-01 -8.9564740879e-04
6.2491911317e+00 8.2233950890e-01 8.2160306848e-01 -8.9554303471e-04
6.2642857711e+00 8.1652349059e-01 8.1579234511e-01 -8.9543717373e-04
6.2793804105e+00 8.1070747229e-01 8.0998162173e-01 -8.9532979386e-04
6.2944750499e+00 8.0489145398e-01 8.0417089836e-01 -8.9522086218e-04
6.3095696893e+00 7.9907543567e-01 7.9836017498e-01 -8.9511034479e-04
6.3246643287e+00 7.9325941736e-01 7.9254945160e-01 -8.9499820681e-04
6.3397589681e+00 7.8744339905e-01 7.8673872823e-01 -8.9488441235e-04
6.3548536075e+00 7.8162738074e-01 7.8092800485e-01 -8.9476892441e-04
6.3699482469e+00 7.7581136243e-01 7.7511728147e-01 -8.9465170492e-04
6.3850428863e+00 7.6999534412e-01 7.6930655810e-01 -8.9453271464e-04
6.4001375257e+00 7.6417932581e-01 7.6349583472e-01 -8.9441191314e-04
6.4152321651e+00 7.5836330750e-01 7.5768511134e-01 -8.9428925874e-04
6.4303268045e+00 7.5254728920e-01 7.5187438797e-01 -8.9416470849e-04
6.4454214439e+00 7.4673127089e-01 7.4606366459e-01 -8.9403821808e-04
6.4605160833e+00 7.4091525258e-01 7.4025294122e-01 -8.9390974183e-04
6.4756107227e+00 7.3509923427e-01 7.3444221784e-01 -8.9377923260e-04
6.4907053621e+00 7.2928321596e-01 7.2863149446e-01 -8.9364664176e-04
6.5058000015e+00 7.2346719765e-01 7.2282077109e-01 -8.9351191910e-04
6.5208946408e+00 7.1765117934e-01 7.1701004771e-01 -8.9337501278e-04
6.5359892802e+00 7.1183516103e-01 7.1119932433e-01 -8.9323586929e-04
6.5510839196e+00 7.0601914272e-01 7.0538860096e-01 -8.9309443334e-04
6.5661785590e+00 7.0020312441e-01 6.9957787758e-01 -8.9295064781e-04
6.5812731984e+00 6.9438710611e-01 6.9376715420e-01 -8.9280445365e-04
6.5963678378e+00 6.8857108780e-01 6.8795643083e-01 -8.9265578982e-04
6.6114624772e+00 6.8275506949e-01 6.8214570745e-01 -8.9250459323e-04
6.6265571166e+00 6.7693905118e-01 6.7633498408e-01 -8.9235079858e-04
6.6416517560e+00 6.7112303287e-01 6.7052426070e-01 -8.9219433834e-04
6.6567463954e+00 6.6530701456e-01 6.6471353732e-01 -8.9203514258e-04
6.6718410348e+00 6.5949099625e-01 6.5890281395e-01 -8.9187313895e-04
6.6869356742e+00 6.5548794040e-01 6.5489854018e-01 -8.9917782136e-04
6.7020303136e+00 6.5291331845e-01 6.5232626164e-01 -8.9913436724e-04
6.7171249530e+00 6.5033869649e-01 6.4975398310e-01 -8.9909056906e-04
6.7322195924e+00 6.4776407454e-01 6.4718170456e-01 -8.9904642271e-04
6.7473142318e+00 6.4518945258e-01 6.4460942602e-01 -8.9900192404e-04
6.7624088712e+00 6.4261483063e-01 6.4203714748e-01 -8.9895706880e-04
6.7775035106e+00 6.4004020867e-01 6.3946486894e-01 -8.9891185269e-04
6.7925981500e+00 6.3746558672e-01 6.3689259040e-01 -8.9886627133e-04
6.8076927894e+00 6.3489096476e-01 6.3432031186e-01 -8.9882032030e-04
6.8227874288e+00 6.3231634281e-01 6.3174803332e-01 -8.9877399506e-04
6.8378820681e+00 6.2974172086e-01 6.2917575478e-01 -8.9872729103e-04
6.8529767075e+00 6.2716709890e-01 6.2660347624e-01 -8.9868020355e-04
6.8680713469e+00 6.2459247695e-01 6.2403119771e-01 -8.9863272787e-04
6.8831659863e+00 6.2201785499e-01 6.2145891917e-01 -8.9858485917e-04
6.8982606257e+00 6.1944323304e-01 6.1888664063e-01 -8.9853659256e-04
6.9133552651e+00 6.1686861108e-01 6.1631436209e-01 -8.9848792304e-04
6.9284499045e+00 6.1429398913e-01 6.1374208355e-01 -8.9843884556e-04
6.9435445439e+00 6.1171936717e-01 6.1116980501e-01 -8.9838935496e-04
6.9586391833e+00 6.0914474522e-01 6.0859752647e-01 -8.9833944601e-04
6.9737338227e+00 6.0657012326e-01 6.0602524793e-01 -8.9828911337e-04
6.9888284621e+00 6.0399550131e-01 6.0345296939e-01 -8.9823835163e-04
7.0039231015e+00 6.0142087935e-01 6.0088069085e-01 -8.9818715528e-04
7.0190177409e+00 5.9884625740e-01 5.9830841231e-01 -8.9813551871e-04
7.0341123803e+00 5.9627163545e-01 5.9573613377e-01 -8.9808343623e-04
7.0492070197e+00 5.9369701349e-01 5.9316385523e-01 -8.9803090202e-04
7.0643016591e+00 5.9112239154e-01 5.9059157669e-01 -8.9797791019e-04
7.0793962985e+00 5.8854776958e-01 5.8801929815e-01 -8.9792445472e-04
7.0944909379e+00 5.8597314763e-01 5.8544701961e-01 -8.9787052952e-04
7.1095855773e+00 5.8339852567e-01 5.8287474107e-01 -8.9781612836e-04
7.1246802167e+00 5.8082390372e-01 5.8030246253e-01 -8.9776124491e-04
7.1397748561e+00 5.7824928176e-01 5.7773018399e-01 -8.9770587273e-04
7.1548694955e+00 5.7567465981e-01 5.7515790545e-01 -8.9765000526e-04
7.1699641348e+00 5.7310003785e-01 5.7258562691e-01 -8.9759363583e-04
7.1850587742e+00 5.7052541590e-01 5.7001334837e-01 -8.9753675764e-04
7.2001534136e+00 5.6795079395e-01 5.6744106983e-01 -8.9747936377e-04
7.2152480530e+00 5.6537617199e-01 5.6486879129e-01 -8.9742144718e-04
7.2303426924e+00 5.6280155004e-01 5.6229651275e-01 -8.9736300069e-04
7.2454373318e+00 5.6022692808e-01 5.5972423421e-01 -8.9730401700e-04
7.2605319712e+00 5.5765230613e-01 5.5715195567e-01 -8.9724448867e-04
7.2756266106e+00 5.5507768417e-01 5.5457967713e-01 -8.9718440811e-04
7.2907212500e+00 5.5250306222e-01 5.5200739859e-01 -8.9712376762e-04
7.3058158894e+00 5.4992844026e-01 5.4943512005e-01 -8.9706255932e-04
7.3209105288e+00 5.4735381831e-01 5.4686284151e-01 -8.9700077519e-04
7.3360051682e+00 5.4477919635e-01 5.4429056297e-01 -8.9693840709e-04
7.3510998076e+00 5.4220457440e-01 5.4171828443e-01 -8.9687544668e-04
7.3661944470e+00 5.3962995244e-01 5.3914600589e-01 -8.9681188550e-04
7.3812890864e+00 5.3705533049e-01 5.3657372735e-01 -8.9674771490e-04
7.3963837258e+00 5.3448070854e-01 5.3400144881e-01 -8.9668292607e-04
7.4114783652e+00 5.3190608658e-01 5.3142917027e-01 -8.9661751003e-04
7.4265730046e+00 5.2933146463e-01 5.2885689173e-01 -8.9655145764e-04
7.4416676440e+00 5.2675684267e-01 5.2628461319e-01 -8.9648475956e-04
7.4567622834e+00 5.2418222072e-01 5.2371233465e-01 -8.9641740629e-04
7.4718569228e+00 5.2160759876e-01 5.2114005611e-01 -8.9634938811e-04
7.4869515621e+00 5.1903297681e-01 5.1856777757e-01 -8.9628069513e-04
7.5020462015e+00 5.1645835485e-01 5.1599549903e-01 -8.9621131726e-04
7.5171408409e+00 5.1388373290e-01 5.1342322049e-01 -8.9614124421e-04
7.5322354803e+00 5.1130911094e-01 5.1085094195e-01 -8.9607046547e-04
7.5473301197e+00 5.0873448899e-01 5.0827866341e-01 -8.9599897034e-04
7.5624247591e+00 5.0615986703e-01 5.0570638487e-01 -8.9592674787e-04
7.5775193985e+00 5.0358524508e-01 5.0313410633e-01 -8.9585378692e-04
7.5926140379e+00 5.0101062313e-01 5.0056182779e-01 -8.9578007609e-04
7.6077086773e+00 4.9843600117e-01 4.9798954925e-01 -8.9570560377e-04
7.6228033167e+00 4.9586137922e-01 4.9541727071e-01 -8.9563035810e-04
7.6378979561e+00 4.9328675726e-01 4.9284499217e-01 -8.9555432697e-04
7.6529925955e+00 4.9071213531e-01 4.9027271363e-01 -8.9547749801e-04
7.6680872349e+00 4.8813751335e-01 4.8770043509e-01 -8.9539985860e-04
7.6831818743e+00 4.8556289140e-01 4.8512815655e-01 -8.9532139585e-04
7.6982765137e+00 4.8298826944e-01 4.8255587801e-01 -8.9524209659e-04
7.7133711531e+00 4.8041364749e-01 4.7998359947e-01 -8.9516194737e-04
7.7284657925e+00 4.7783902553e-01 4.7741132093e-01 -8.9508093446e-04
7.7435604319e+00 4.7526440358e-01 4.7483904239e-01 -8.9499904381e-04
7.7586550713e+00 4.7268978162e-01 4.7226676385e-01 -8.9491626109e-04
7.7737497107e+00 4.7011515967e-01 4.6969448531e-01 -8.9483257163e-04
7.7888443501e+00 4.6754053772e-01 4.6712220677e-01 -8.9474796047e-04
7.8039389894e+00 4.6496591576e-01 4.6454992823e-01 -8.9466241228e-04
7.8190336288e+00 4.6239129381e-01 4.6197764969e-01 -8.9457591141e-04
7.8341282682e+00 4.5981667185e-01 4.5940537115e-01 -8.9448844187e-04
7.8492229076e+00 4.5724204990e-01 4.5683309261e-01 -8.9439998729e-04
7.8643175470e+00 4.5466742794e-01 4.5426081407e-01 -8.9431053094e-04
7.8794121864e+00 4.5209280599e-01 4.5168853553e-01 -8.9422005569e-04
7.8945068258e+00 4.4951818403e-01 4.4911625699e-01 -8.9412854405e-04
7.9096014652e+00 4.4694356208e-01 4.4654397845e-01 -8.9403597810e-04
7.9246961046e+00 4.4436894012e-01 4.4397169991e-01 -8.9394233952e-04
7.9397907440e+00 4.4179431817e-01 4.4139942137e-01 -8.9384760955e-04
7.9548853834e+00 4.3921969621e-01 4.3882714283e-01 -8.9375176901e-04
7.9699800228e+00 4.3664507426e-01 4.3625486429e-01 -8.9365479824e-04
7.9850746622e+00 4.3407045231e-01 4.3368258575e-01 -8.9355667714e-04
8.0001693016e+00 4.3149583035e-01 4.3111030721e-01 -8.9345738511e-04
8.0152639410e+00 4.2892120840e-01 4.2853802867e-01 -8.9335690107e-04
8.0303585804e+00 4.2634658644e-01 4.2596575014e-01 -8.9325520343e-04
8.0454532198e+00 4.2377196449e-01 4.2339347160e-01 -8.9315227006e-04
8.0605478592e+00 4.2119734253e-01 4.2082119306e-01 -8.9304807830e-04
8.0756424986e+00 4.1862272058e-01 4.1824891452e-01 -8.9294260494e-04
8.0907371380e+00 4.1604809862e-01 4.1567663598e-01 -8.9283582618e-04
8.1058317774e+00 4.1347347667e-01 4.1310435744e-01 -8.9272771764e-04
8.1209264167e+00 4.1089885471e-01 4.1053207890e-01 -8.9261825432e-04
8.1360210561e+00 4.0832423276e-01 4.0795980036e-01 -8.9250741059e-04
8.1511156955e+00 4.0574961081e-01 4.0538752182e-01 -8.9239516018e-04
8.1662103349e+00 4.0317498885e-01 4.0281524328e-01 -8.9228147613e-04
8.1813049743e+00 4.0060036690e-01 4.0024296474e-01 -8.9216633082e-04
8.1963996137e+00 3.9802574494e-01 3.9767068620e-01 -8.9204969587e-04
8.2114942531e+00 3.9545112299e-01 3.9509840766e-01 -8.9193154219e-04
8.2265888925e+00 3.9287650103e-01 3.9252612912e-01 -8.9181183994e-04
8.2416835319e+00 3.9030187908e-01 3.8995385058e-01 -8.9169055845e-04
8.2567781713e+00 3.8772725712e-01 3.8738157204e-01 -8.9156766627e-04
8.2718728107e+00 3.8515263517e-01 3.8480929350e-01 -8.9144313111e-04
8.2869674501e+00 3.8257801321e-01 3.8223701496e-01 -8.9131691978e-04
8.3020620895e+00 3.8000339126e-01 3.7966473642e-01 -8.9118899823e-04
8.3171567289e+00 3.7742876930e-01 3.7709245788e-01 -8.9105933145e-04
8.3322513683e+00 3.7485414735e-01 3.7452017934e-01 -8.9092788348e-04
8.3473460077e+00 3.7227952540e-01 3.7194790080e-01 -8.9079461736e-04
8.3624406471e+00 3.6970490344e-01 3.6937562226e-01 -8.9065949512e-04
8.3775352865e+00 3.6713028149e-01 3.6680334372e-01 -8.9052247770e-04
8.3926299259e+00 3.6455565953e-01 3.6423106518e-01 -8.9038352495e-04
8.4077245653e+00 3.6198103758e-01 3.6165878664e-01 -8.9024259557e-04
