# # k [h/Mpc]  P_LCDM [(Mpc/h)^3]  P_SRC [(Mpc/h)^3]  deltaP_over_P
# # z = 0.0
3.3209248878e-01 7.5722470329e+02 7.5655014725e+02 -8.9082677498e-04
3.4718712818e-01 6.8734720901e+02 6.8673204051e+02 -8.9498944646e-04
3.6228176757e-01 6.2799415475e+02 6.2742960153e+02 -8.9897847530e-04
3.7737640697e-01 5.8101558579e+02 5.8049981994e+02 -8.8769710614e-04
3.9247104636e-01 5.3855749176e+02 5.3807669564e+02 -8.9274799113e-04
4.0756568576e-01 4.9738555136e+02 4.9694395980e+02 -8.8782545649e-04
4.2266032515e-01 4.5998450641e+02 4.5957222299e+02 -8.9629848535e-04
4.3775496455e-01 4.2791515880e+02 4.2753640073e+02 -8.8512421688e-04
4.5284960394e-01 3.9965428281e+02 3.9929816769e+02 -8.9105792583e-04
4.6794424334e-01 3.7318657107e+02 3.7285510051e+02 -8.8821672898e-04
4.8303888273e-01 3.4852078965e+02 3.4821338723e+02 -8.8202034953e-04
4.9813352213e-01 3.2638601594e+02 3.2609368777e+02 -8.9565164030e-04
5.1322816152e-01 3.0661260091e+02 3.0633720267e+02 -8.9819608918e-04
5.2832280092e-01 2.8838949411e+02 2.8813216015e+02 -8.9231391506e-04
5.4341744031e-01 2.7136341460e+02 2.7112370810e+02 -8.8334125331e-04
5.5851207971e-01 2.5573596888e+02 2.5550664596e+02 -8.9671753587e-04
5.7360671910e-01 2.4186012508e+02 2.4164361128e+02 -8.9520255331e-04
5.8870135850e-01 2.2847466456e+02 2.2827178050e+02 -8.8799371121e-04
6.0379599789e-01 2.1653857343e+02 2.1634579561e+02 -8.9027009784e-04
6.1889063729e-01 2.0490235849e+02 2.0471901684e+02 -8.9477570446e-04
6.3398527669e-01 1.9469276287e+02 1.9451830039e+02 -8.9609125004e-04
6.4907991608e-01 1.8483494177e+02 1.8466929187e+02 -8.9620445785e-04
6.6417455548e-01 1.7571836914e+02 1.7556075282e+02 -8.9698257702e-04
6.7926919487e-01 1.6747027937e+02 1.6731991452e+02 -8.9785992344e-04
6.9436383427e-01 1.5922218960e+02 1.5907907621e+02 -8.9882816713e-04
7.0945847366e-01 1.5201738164e+02 1.5188064325e+02 -8.9949179337e-04
7.2455311306e-01 1.4532844398e+02 1.4519775294e+02 -8.9928054687e-04
7.3964775245e-01 1.3863950632e+02 1.3851486262e+02 -8.9904891635e-04
7.5474239185e-01 1.3223711274e+02 1.3211817119e+02 -8.9945664102e-04
7.6983703124e-01 1.2702934641e+02 1.2691511186e+02 -8.9927678946e-04
7.8493167064e-01 1.2182158007e+02 1.2171205253e+02 -8.9908156091e-04
8.0002631003e-01 1.1661381374e+02 1.1650899321e+02 -8.9886889523e-04
8.1512094943e-01 1.1140604740e+02 1.1130593388e+02 -8.9863634710e-04
8.3021558882e-01 1.0703591162e+02 1.0693963674e+02 -8.9946337059e-04
8.4531022822e-01 1.0325608509e+02 1.0316323105e+02 -8.9925976192e-04
8.6040486761e-01 9.9476258570e+01 9.9386825366e+01 -8.9904068011e-04
8.7549950701e-01 9.5696432045e+01 9.5610419681e+01 -8.9880429166e-04
8.9059414641e-01 9.1916605519e+01 9.1834013995e+01 -8.9854846152e-04
9.0568878580e-01 8.8136778994e+01 8.8057608309e+01 -8.9827068836e-04
9.2078342520e-01 8.4356952469e+01 8.4281202623e+01 -8.9796802254e-04
9.3587806459e-01 8.1815546114e+01 8.1741986129e+01 -8.9909544600e-04
9.5097270399e-01 7.9372947569e+01 7.9301653726e+01 -8.9821337097e-04
9.6606734338e-01 7.6930349024e+01 7.6861321324e+01 -8.9727528280e-04
9.8116198278e-01 7.4487750479e+01 7.4420988921e+01 -8.9627567115e-04
9.9625662217e-01 7.2045151935e+01 7.1980656518e+01 -8.9520827839e-04
1.0113512616e+00 6.9602553390e+01 6.9540324116e+01 -8.9406596850e-04
1.0264459010e+00 6.7159954845e+01 6.7099991713e+01 -8.9284056729e-04
1.0415405404e+00 6.4717356300e+01 6.4659659310e+01 -8.9152266653e-04
1.0566351798e+00 6.2274757755e+01 6.2219326908e+01 -8.9010138191e-04
1.0717298191e+00 5.9832159211e+01 5.9778994505e+01 -8.8856405174e-04
1.0868244585e+00 5.7767561217e+01 5.7716084906e+01 -8.9109371100e-04
1.1019190979e+00 5.6418579626e+01 5.6368322665e+01 -8.9078741605e-04
1.1170137373e+00 5.5069598034e+01 5.5020560423e+01 -8.9046611512e-04
1.1321083767e+00 5.3720616443e+01 5.3672798182e+01 -8.9012867779e-04
1.1472030161e+00 5.2371634852e+01 5.2325035940e+01 -8.8977385712e-04
1.1622976555e+00 5.1022653261e+01 5.0977273699e+01 -8.8940027433e-04
1.1773922949e+00 4.9673671670e+01 4.9629511457e+01 -8.8900640086e-04
1.1924869343e+00 4.8324690078e+01 4.8281749216e+01 -8.8859053747e-04
1.2075815737e+00 4.6975708487e+01 4.6933986975e+01 -8.8815078974e-04
1.2226762131e+00 4.5626726896e+01 4.5586224733e+01 -8.8768503919e-04
1.2377708525e+00 4.4277745305e+01 4.4238462492e+01 -8.8719090920e-04
1.2528654919e+00 4.2928763713e+01 4.2890700250e+01 -8.8666572440e-04
1.2679601313e+00 4.1579782122e+01 4.1542938009e+01 -8.8610646223e-04
1.2830547707e+00 4.0230800531e+01 4.0195175767e+01 -8.8550969476e-04
1.2981494101e+00 3.8881818940e+01 3.8847413526e+01 -8.8487151830e-04
1.3132440495e+00 3.7532837349e+01 3.7499651284e+01 -8.8418746797e-04
1.3283386889e+00 3.6183855757e+01 3.6151889043e+01 -8.8345241305e-04
1.3434333283e+00 3.5250334429e+01 3.5219007131e+01 -8.8870925338e-04
1.3585279677e+00 3.4592072623e+01 3.4561337432e+01 -8.8850387735e-04
1.3736226071e+00 3.3933810817e+01 3.3903667734e+01 -8.8829053338e-04
1.3887172464e+00 3.3275549010e+01 3.3245998035e+01 -8.8806874860e-04
1.4038118858e+00 3.2617287204e+01 3.2588328336e+01 -8.8783801198e-04
1.4189065252e+00 3.1959025398e+01 3.1930658638e+01 -8.8759777037e-04
1.4340011646e+00 3.1300763591e+01 3.1272988939e+01 -8.8734742410e-04
1.4490958040e+00 3.0642501785e+01 3.0615319241e+01 -8.8708632195e-04
1.4641904434e+00 2.9984239978e+01 2.9957649542e+01 -8.8681375555e-04
1.4792850828e+00 2.9325978172e+01 2.9299979843e+01 -8.8652895289e-04
1.4943797222e+00 2.8667716366e+01 2.8642310145e+01 -8.8623107108e-04
1.5094743616e+00 2.8009454559e+01 2.7984640446e+01 -8.8591918798e-04
1.5245690010e+00 2.7351192753e+01 2.7326970748e+01 -8.8559229268e-04
1.5396636404e+00 2.6692930947e+01 2.6669301049e+01 -8.8524927456e-04
1.5547582798e+00 2.6034669140e+01 2.6011631350e+01 -8.8488891067e-04
1.5698529192e+00 2.5376407334e+01 2.5353961652e+01 -8.8450985117e-04
1.5849475586e+00 2.4718145528e+01 2.4696291953e+01 -8.8411060241e-04
1.6000421980e+00 2.4059883721e+01 2.4038622255e+01 -8.8368950731e-04
1.6151368374e+00 2.3401621915e+01 2.3380952556e+01 -8.8324472234e-04
1.6302314768e+00 2.2743360109e+01 2.2723282857e+01 -8.8277419051e-04
1.6453261162e+00 2.2085098302e+01 2.2065613159e+01 -8.8227560962e-04
1.6604207556e+00 2.1426836496e+01 2.1407943460e+01 -8.8174639455e-04
1.6755153950e+00 2.0768574690e+01 2.0750273762e+01 -8.8118363245e-04
1.6906100344e+00 2.0413411519e+01 2.0395294455e+01 -8.8750786359e-04
1.7057046738e+00 2.0106617384e+01 2.0088772536e+01 -8.8751123570e-04
1.7207993131e+00 1.9799823250e+01 1.9782250616e+01 -8.8751471231e-04
1.7358939525e+00 1.9493029116e+01 1.9475728696e+01 -8.8751829835e-04
1.7509885919e+00 1.9186234982e+01 1.9169206776e+01 -8.8752199907e-04
1.7660832313e+00 1.8879440848e+01 1.8862684856e+01 -8.8752582008e-04
1.7811778707e+00 1.8572646713e+01 1.8556162936e+01 -8.8752976731e-04
1.7962725101e+00 1.8265852579e+01 1.8249641017e+01 -8.8753384714e-04
1.8113671495e+00 1.7959058445e+01 1.7943119097e+01 -8.8753806637e-04
1.8264617889e+00 1.7652264311e+01 1.7636597177e+01 -8.8754243225e-04
1.8415564283e+00 1.7345470176e+01 1.7330075257e+01 -8.8754695257e-04
1.8566510677e+00 1.7038676042e+01 1.7023553337e+01 -8.8755163568e-04
1.8717457071e+00 1.6731881908e+01 1.6717031418e+01 -8.8755649053e-04
1.8868403465e+00 1.6425087774e+01 1.6410509498e+01 -8.8756152673e-04
1.9019349859e+00 1.6118293640e+01 1.6103987578e+01 -8.8756675466e-04
1.9170296253e+00 1.5811499505e+01 1.5797465658e+01 -8.8757218546e-04
1.9321242647e+00 1.5504705371e+01 1.5490943738e+01 -8.8757783118e-04
1.9472189041e+00 1.5197911237e+01 1.5184421819e+01 -8.8758370484e-04
1.9623135435e+00 1.4891117103e+01 1.4877899899e+01 -8.8758982052e-04
1.9774081829e+00 1.4584322968e+01 1.4571377979e+01 -8.8759619350e-04
1.9925028223e+00 1.4277528834e+01 1.4264856059e+01 -8.8760284036e-04
2.0075974617e+00 1.3970734700e+01 1.3958334139e+01 -8.8760977915e-04
2.0226921011e+00 1.3663940566e+01 1.3651812219e+01 -8.8761702953e-04
2.0377867404e+00 1.3357146432e+01 1.3345290300e+01 -8.8762461297e-04
2.0528813798e+00 1.3050352297e+01 1.3038768380e+01 -8.8763255297e-04
2.0679760192e+00 1.2743558163e+01 1.2732246460e+01 -8.8764087526e-04
2.0830706586e+00 1.2436764029e+01 1.2425724540e+01 -8.8764960815e-04
2.0981652980e+00 1.2129969895e+01 1.2119202620e+01 -8.8765878279e-04
2.1132599374e+00 1.1837821465e+01 1.1827235168e+01 -8.9427748314e-04
2.1283545768e+00 1.1696635441e+01 1.1686177974e+01 -8.9405769025e-04
2.1434492162e+00 1.1555449417e+01 1.1545120780e+01 -8.9383252644e-04
2.1585438556e+00 1.1414263393e+01 1.1404063586e+01 -8.9360179240e-04
2.1736384950e+00 1.1273077369e+01 1.1263006393e+01 -8.9336527886e-04
2.1887331344e+00 1.1131891344e+01 1.1121949199e+01 -8.9312276591e-04
2.2038277738e+00 1.0990705320e+01 1.0980892005e+01 -8.9287402234e-04
2.2189224132e+00 1.0849519296e+01 1.0839834811e+01 -8.9261880491e-04
2.2340170526e+00 1.0708333272e+01 1.0698777617e+01 -8.9235685756e-04
2.2491116920e+00 1.0567147248e+01 1.0557720423e+01 -8.9208791053e-04
2.2642063314e+00 1.0425961224e+01 1.0416663230e+01 -8.9181167946e-04
2.2793009708e+00 1.0284775199e+01 1.0275606036e+01 -8.9152786437e-04
2.2943956102e+00 1.0143589175e+01 1.0134548842e+01 -8.9123614858e-04
2.3094902496e+00 1.0002403151e+01 9.9934916481e+00 -8.9093619753e-04
2.3245848890e+00 9.8612171270e+00 9.8524344543e+00 -8.9062765751e-04
2.3396795284e+00 9.7200311028e+00 9.7113772604e+00 -8.9031015423e-04
2.3547741677e+00 9.5788450787e+00 9.5703200666e+00 -8.8998329136e-04
2.3698688071e+00 9.4376590545e+00 9.4292628727e+00 -8.8964664885e-04
2.3849634465e+00 9.2964730303e+00 9.2882056789e+00 -8.8929978113e-04
2.4000580859e+00 9.1552870062e+00 9.1471484851e+00 -8.8894221513e-04
2.4151527253e+00 9.0141009820e+00 9.0060912912e+00 -8.8857344817e-04
2.4302473647e+00 8.8729149579e+00 8.8650340974e+00 -8.8819294555e-04
2.4453420041e+00 8.7317289337e+00 8.7239769036e+00 -8.8780013800e-04
2.4604366435e+00 8.5905429095e+00 8.5829197097e+00 -8.8739441883e-04
2.4755312829e+00 8.4493568854e+00 8.4418625159e+00 -8.8697514078e-04
2.4906259223e+00 8.3081708612e+00 8.3008053220e+00 -8.8654161262e-04
2.5057205617e+00 8.1669848371e+00 8.1597481282e+00 -8.8609309530e-04
2.5208152011e+00 8.0257988129e+00 8.0186909344e+00 -8.8562879777e-04
2.5359098405e+00 7.8846127888e+00 7.8776337405e+00 -8.8514787233e-04
2.5510044799e+00 7.7434267646e+00 7.7365765467e+00 -8.8464940945e-04
2.5660991193e+00 7.6022407404e+00 7.5955193529e+00 -8.8413243203e-04
2.5811937587e+00 7.4610547163e+00 7.4544621590e+00 -8.8359588902e-04
2.5962883981e+00 7.3198686921e+00 7.3134049652e+00 -8.8303864826e-04
2.6113830375e+00 7.1786826680e+00 7.1723477713e+00 -8.8245948855e-04
2.6264776769e+00 7.0374966438e+00 7.0312905775e+00 -8.8185709067e-04
2.6415723163e+00 6.8963106197e+00 6.8902333837e+00 -8.8123002739e-04
2.6566669557e+00 6.7551245955e+00 6.7491761898e+00 -8.8057675213e-04
2.6717615950e+00 6.6801324635e+00 6.6742046601e+00 -8.8737811433e-04
2.6868562344e+00 6.6157725741e+00 6.6099012332e+00 -8.8747622751e-04
2.7019508738e+00 6.5514126847e+00 6.5455978063e+00 -8.8757626838e-04
2.7170455132e+00 6.4870527953e+00 6.4812943794e+00 -8.8767829432e-04
2.7321401526e+00 6.4226929059e+00 6.4169909525e+00 -8.8778236500e-04
2.7472347920e+00 6.3583330166e+00 6.3526875255e+00 -8.8788854252e-04
2.7623294314e+00 6.2939731272e+00 6.2883840986e+00 -8.8799689150e-04
2.7774240708e+00 6.2296132378e+00 6.2240806717e+00 -8.8810747925e-04
2.7925187102e+00 6.1652533484e+00 6.1597772448e+00 -8.8822037588e-04
2.8076133496e+00 6.1008934590e+00 6.0954738178e+00 -8.8833565446e-04
2.8227079890e+00 6.0365335696e+00 6.0311703909e+00 -8.8845339118e-04
2.8378026284e+00 5.9721736803e+00 5.9668669640e+00 -8.8857366550e-04
2.8528972678e+00 5.9078137909e+00 5.9025635371e+00 -8.8869656037e-04
2.8679919072e+00 5.8434539015e+00 5.8382601102e+00 -8.8882216238e-04
2.8830865466e+00 5.7790940121e+00 5.7739566832e+00 -8.8895056196e-04
2.8981811860e+00 5.7147341227e+00 5.7096532563e+00 -8.8908185364e-04
2.9132758254e+00 5.6503742333e+00 5.6453498294e+00 -8.8921613624e-04
2.9283704648e+00 5.5860143439e+00 5.5810464025e+00 -8.8935351314e-04
2.9434651042e+00 5.5216544546e+00 5.5167429755e+00 -8.8949409255e-04
2.9585597436e+00 5.4572945652e+00 5.4524395486e+00 -8.8963798777e-04
2.9736543830e+00 5.3929346758e+00 5.3881361217e+00 -8.8978531751e-04
2.9887490224e+00 5.3285747864e+00 5.3238326948e+00 -8.8993620623e-04
3.0038436617e+00 5.2642148970e+00 5.2595292679e+00 -8.9009078445e-04
3.0189383011e+00 5.1998550076e+00 5.1952258409e+00 -8.9024918918e-04
3.0340329405e+00 5.1354951182e+00 5.1309224140e+00 -8.9041156428e-04
3.0491275799e+00 5.0711352289e+00 5.0666189871e+00 -8.9057806092e-04
3.0642222193e+00 5.0067753395e+00 5.0023155602e+00 -8.9074883804e-04
3.0793168587e+00 4.9424154501e+00 4.9380121332e+00 -8.9092406287e-04
3.0944114981e+00 4.8780555607e+00 4.8737087063e+00 -8.9110391144e-04
3.1095061375e+00 4.8136956713e+00 4.8094052794e+00 -8.9128856922e-04
3.1246007769e+00 4.7493357819e+00 4.7451018525e+00 -8.9147823173e-04
3.1396954163e+00 4.6849758926e+00 4.6807984256e+00 -8.9167310521e-04
3.1547900557e+00 4.6206160032e+00 4.6164949986e+00 -8.9187340743e-04
3.1698846951e+00 4.5562561138e+00 4.5521915717e+00 -8.9207936842e-04
3.1849793345e+00 4.4918962244e+00 4.4878881448e+00 -8.9229123143e-04
3.2000739739e+00 4.4275363350e+00 4.4235847179e+00 -8.9250925385e-04
3.2151686133e+00 4.3631764456e+00 4.3592812909e+00 -8.9273370822e-04
3.2302632527e+00 4.2988165562e+00 4.2949778640e+00 -8.9296488345e-04
3.2453578921e+00 4.2344566669e+00 4.2306744371e+00 -8.9320308599e-04
3.2604525315e+00 4.1700967775e+00 4.1663710102e+00 -8.9344864120e-04
3.2755471709e+00 4.1057368881e+00 4.1020675833e+00 -8.9370189487e-04
3.2906418103e+00 4.0413769987e+00 4.0377641563e+00 -8.9396321478e-04
3.3057364497e+00 3.9770171093e+00 3.9734607294e+00 -8.9423299255e-04
3.3208310890e+00 3.9126572199e+00 3.9091573025e+00 -8.9451164555e-04
3.3359257284e+00 3.8482973305e+00 3.8448538756e+00 -8.9479961908e-04
3.3510203678e+00 3.7929194477e+00 3.7894983535e+00 -9.0196859558e-04
3.3661150072e+00 3.7638216144e+00 3.7604271813e+00 -9.0185813449e-04
3.3812096466e+00 3.7347237811e+00 3.7313560091e+00 -9.0174595215e-04
3.3963042860e+00 3.7056259478e+00 3.7022848369e+00 -9.0163200802e-04
3.4113989254e+00 3.6765281145e+00 3.6732136647e+00 -9.0151626028e-04
3.4264935648e+00 3.6474302812e+00 3.6441424924e+00 -9.0139866575e-04
3.4415882042e+00 3.6183324479e+00 3.6150713202e+00 -9.0127917989e-04
3.4566828436e+00 3.5892346146e+00 3.5860001480e+00 -9.0115775668e-04
3.4717774830e+00 3.5601367813e+00 3.5569289758e+00 -9.0103434864e-04
3.4868721224e+00 3.5310389480e+00 3.5278578036e+00 -9.0090890668e-04
3.5019667618e+00 3.5019411147e+00 3.4987866314e+00 -9.0078138012e-04
3.5170614012e+00 3.4728432814e+00 3.4697154591e+00 -9.0065171655e-04
3.5321560406e+00 3.4437454481e+00 3.4406442869e+00 -9.0051986180e-04
3.5472506800e+00 3.4146476148e+00 3.4115731147e+00 -9.0038575985e-04
3.5623453194e+00 3.3855497815e+00 3.3825019425e+00 -9.0024935277e-04
3.5774399588e+00 3.3564519482e+00 3.3534307703e+00 -9.0011058061e-04
3.5925345982e+00 3.3273541149e+00 3.3243595981e+00 -8.9996938131e-04
3.6076292376e+00 3.2982562816e+00 3.2952884259e+00 -8.9982569063e-04
3.6227238770e+00 3.2691584483e+00 3.2662172536e+00 -8.9967944206e-04
3.6378185163e+00 3.2400606150e+00 3.2371460814e+00 -8.9953056667e-04
3.6529131557e+00 3.2109627817e+00 3.2080749092e+00 -8.9937899306e-04
3.6680077951e+00 3.1818649484e+00 3.1790037370e+00 -8.9922464720e-04
3.6831024345e+00 3.1527671151e+00 3.1499325648e+00 -8.9906745233e-04
3.6981970739e+00 3.1236692818e+00 3.1208613926e+00 -8.9890732883e-04
3.7132917133e+00 3.0945714485e+00 3.0917902204e+00 -8.9874419410e-04
3.7283863527e+00 3.0654736152e+00 3.0627190481e+00 -8.9857796237e-04
3.7434809921e+00 3.0363757819e+00 3.0336478759e+00 -8.9840854463e-04
3.7585756315e+00 3.0072779486e+00 3.0045767037e+00 -8.9823584837e-04
3.7736702709e+00 2.9781801153e+00 2.9755055315e+00 -8.9805977752e-04
3.7887649103e+00 2.9490822820e+00 2.9464343593e+00 -8.9788023217e-04
3.8038595497e+00 2.9199844487e+00 2.9173631871e+00 -8.9769710846e-04
3.8189541891e+00 2.8908866154e+00 2.8882920148e+00 -8.9751029834e-04
3.8340488285e+00 2.8617887821e+00 2.8592208426e+00 -8.9731968935e-04
3.8491434679e+00 2.8326909488e+00 2.8301496704e+00 -8.9712516444e-04
3.8642381073e+00 2.8035931154e+00 2.8010784982e+00 -8.9692660166e-04
3.8793327467e+00 2.7744952821e+00 2.7720073260e+00 -8.9672387399e-04
3.8944273861e+00 2.7453974488e+00 2.7429361538e+00 -8.9651684900e-04
3.9095220255e+00 2.7162996155e+00 2.7138649816e+00 -8.9630538857e-04
3.9246166649e+00 2.6872017822e+00 2.6847938093e+00 -8.9608934863e-04
3.9397113043e+00 2.6581039489e+00 2.6557226371e+00 -8.9586857877e-04
3.9548059436e+00 2.6290061156e+00 2.6266514649e+00 -8.9564292196e-04
3.9699005830e+00 2.5999082823e+00 2.5975802927e+00 -8.9541221411e-04
3.9849952224e+00 2.5708104490e+00 2.5685091205e+00 -8.9517628370e-04
4.0000898618e+00 2.5417126157e+00 2.5394379483e+00 -8.9493495137e-04
4.0151845012e+00 2.5126147824e+00 2.5103667761e+00 -8.9468802945e-04
4.0302791406e+00 2.4835169491e+00 2.4812956038e+00 -8.9443532146e-04
4.0453737800e+00 2.4544191158e+00 2.4522244316e+00 -8.9417662163e-04
4.0604684194e+00 2.4253212825e+00 2.4231532594e+00 -8.9391171428e-04
4.0755630588e+00 2.3962234492e+00 2.3940820872e+00 -8.9364037328e-04
4.0906576982e+00 2.3671256159e+00 2.3650109150e+00 -8.9336236138e-04
4.1057523376e+00 2.3380277826e+00 2.3359397428e+00 -8.9307742951e-04
4.1208469770e+00 2.3089299493e+00 2.3068685706e+00 -8.9278531604e-04
4.1359416164e+00 2.2798321160e+00 2.2777973983e+00 -8.9248574600e-04
4.1510362558e+00 2.2507342827e+00 2.2487262261e+00 -8.9217843019e-04
4.1661308952e+00 2.2216364494e+00 2.2196550539e+00 -8.9186306425e-04
4.1812255346e+00 2.1925386161e+00 2.1905838817e+00 -8.9153932768e-04
4.1963201740e+00 2.1634407828e+00 2.1615127095e+00 -8.9120688273e-04
4.2114148134e+00 2.1343429495e+00 2.1324415373e+00 -8.9086537323e-04
4.2265094528e+00 2.1187077334e+00 2.1168053317e+00 -8.9790662051e-04
4.2416040922e+00 2.1056548708e+00 2.1037642735e+00 -8.9786661020e-04
4.2566987316e+00 2.0926020081e+00 2.0907232154e+00 -8.9782610076e-04
4.2717933710e+00 2.0795491454e+00 2.0776821572e+00 -8.9778508278e-04
4.2868880103e+00 2.0664962827e+00 2.0646410990e+00 -8.9774354663e-04
4.3019826497e+00 2.0534434201e+00 2.0516000409e+00 -8.9770148242e-04
4.3170772891e+00 2.0403905574e+00 2.0385589827e+00 -8.9765888003e-04
4.3321719285e+00 2.0273376947e+00 2.0255179245e+00 -8.9761572905e-04
4.3472665679e+00 2.0142848320e+00 2.0124768663e+00 -8.9757201882e-04
4.3623612073e+00 2.0012319694e+00 1.9994358082e+00 -8.9752773839e-04
4.3774558467e+00 1.9881791067e+00 1.9863947500e+00 -8.9748287655e-04
4.3925504861e+00 1.9751262440e+00 1.9733536918e+00 -8.9743742175e-04
4.4076451255e+00 1.9620733813e+00 1.9603126336e+00 -8.9739136217e-04
4.4227397649e+00 1.9490205187e+00 1.9472715755e+00 -8.9734468566e-04
4.4378344043e+00 1.9359676560e+00 1.9342305173e+00 -8.9729737973e-04
4.4529290437e+00 1.9229147933e+00 1.9211894591e+00 -8.9724943157e-04
4.4680236831e+00 1.9098619307e+00 1.9081484009e+00 -8.9720082801e-04
4.4831183225e+00 1.8968090680e+00 1.8951073428e+00 -8.9715155552e-04
4.4982129619e+00 1.8837562053e+00 1.8820662846e+00 -8.9710160020e-04
4.5133076013e+00 1.8707033426e+00 1.8690252264e+00 -8.9705094775e-04
4.5284022407e+00 1.8576504800e+00 1.8559841683e+00 -8.9699958348e-04
4.5434968801e+00 1.8445976173e+00 1.8429431101e+00 -8.9694749227e-04
4.5585915195e+00 1.8315447546e+00 1.8299020519e+00 -8.9689465859e-04
4.5736861589e+00 1.8184918919e+00 1.8168609937e+00 -8.9684106644e-04
4.5887807983e+00 1.8054390293e+00 1.8038199356e+00 -8.9678669937e-04
4.6038754376e+00 1.7923861666e+00 1.7907788774e+00 -8.9673154046e-04
4.6189700770e+00 1.7793333039e+00 1.7777378192e+00 -8.9667557228e-04
4.6340647164e+00 1.7662804412e+00 1.7646967610e+00 -8.9661877689e-04
4.6491593558e+00 1.7532275786e+00 1.7516557029e+00 -8.9656113581e-04
4.6642539952e+00 1.7401747159e+00 1.7386146447e+00 -8.9650263001e-04
4.6793486346e+00 1.7271218532e+00 1.7255735865e+00 -8.9644323988e-04
4.6944432740e+00 1.7140689906e+00 1.7125325283e+00 -8.9638294523e-04
4.7095379134e+00 1.7010161279e+00 1.6994914702e+00 -8.9632172523e-04
4.7246325528e+00 1.6879632652e+00 1.6864504120e+00 -8.9625955841e-04
4.7397271922e+00 1.6749104025e+00 1.6734093538e+00 -8.9619642263e-04
4.7548218316e+00 1.6618575399e+00 1.6603682956e+00 -8.9613229507e-04
4.7699164710e+00 1.6488046772e+00 1.6473272375e+00 -8.9606715218e-04
4.7850111104e+00 1.6357518145e+00 1.6342861793e+00 -8.9600096963e-04
4.8001057498e+00 1.6226989518e+00 1.6212451211e+00 -8.9593372235e-04
4.8152003892e+00 1.6096460892e+00 1.6082040630e+00 -8.9586538444e-04
4.8302950286e+00 1.5965932265e+00 1.5951630048e+00 -8.9579592914e-04
4.8453896680e+00 1.5835403638e+00 1.5821219466e+00 -8.9572532882e-04
4.8604843074e+00 1.5704875011e+00 1.5690808884e+00 -8.9565355494e-04
4.8755789468e+00 1.5574346385e+00 1.5560398303e+00 -8.9558057798e-04
4.8906735862e+00 1.5443817758e+00 1.5429987721e+00 -8.9550636744e-04
4.9057682256e+00 1.5313289131e+00 1.5299577139e+00 -8.9543089178e-04
4.9208628649e+00 1.5182760505e+00 1.5169166557e+00 -8.9535411836e-04
4.9359575043e+00 1.5052231878e+00 1.5038755976e+00 -8.9527601344e-04
4.9510521437e+00 1.4921703251e+00 1.4908345394e+00 -8.9519654205e-04
4.9661467831e+00 1.4791174624e+00 1.4777934812e+00 -8.9511566804e-04
4.9812414225e+00 1.4660645998e+00 1.4647524230e+00 -8.9503335392e-04
4.9963360619e+00 1.4530117371e+00 1.4517113649e+00 -8.9494956090e-04
5.0114307013e+00 1.4399588744e+00 1.4386703067e+00 -8.9486424876e-04
5.0265253407e+00 1.4269060117e+00 1.4256292485e+00 -8.9477737580e-04
5.0416199801e+00 1.4138531491e+00 1.4125881903e+00 -8.9468889879e-04
5.0567146195e+00 1.4008002864e+00 1.3995471322e+00 -8.9459877291e-04
5.0718092589e+00 1.3877474237e+00 1.3865060740e+00 -8.9450695161e-04
5.0869038983e+00 1.3746945610e+00 1.3734650158e+00 -8.9441338661e-04
