# # k [h/Mpc]  P_LCDM [(Mpc/h)^3]  P_SRC [(Mpc/h)^3]  deltaP_over_P
# # z = 1.0
5.1623770953e+00 4.8484765562e-01 4.8484902404e-01 2.8223694204e-06
5.1774717347e+00 4.8001448701e-01 4.8001591464e-01 2.9741356914e-06
5.1925663741e+00 4.7518131839e-01 4.7518280523e-01 3.1289892554e-06
5.2076610135e+00 4.7034814978e-01 4.7034969582e-01 3.2870252850e-06
5.2227556529e+00 4.6551498116e-01 4.6551658642e-01 3.4483429050e-06
5.2378502922e+00 4.6068181255e-01 4.6068347701e-01 3.6130454004e-06
5.2529449316e+00 4.5584864393e-01 4.5585036760e-01 3.7812404365e-06
5.2680395710e+00 4.5101547531e-01 4.5101725820e-01 3.9530402932e-06
5.2831342104e+00 4.4618230670e-01 4.4618414879e-01 4.1285621158e-06
5.2982288498e+00 4.4134913808e-01 4.4135103938e-01 4.3079281810e-06
5.3133234892e+00 4.3800860152e-01 4.3800734806e-01 -2.8617380315e-06
5.3284181286e+00 4.3585513619e-01 4.3585390906e-01 -2.8154492527e-06
5.3435127680e+00 4.3370167086e-01 4.3370047007e-01 -2.7687007972e-06
5.3586074074e+00 4.3154820552e-01 4.3154703107e-01 -2.7214857838e-06
5.3737020468e+00 4.2939474019e-01 4.2939359207e-01 -2.6737971924e-06
5.3887966862e+00 4.2724127486e-01 4.2724015308e-01 -2.6256278623e-06
5.4038913256e+00 4.2508780952e-01 4.2508671408e-01 -2.5769704871e-06
5.4189859650e+00 4.2293434419e-01 4.2293327509e-01 -2.5278176121e-06
5.4340806044e+00 4.2078087885e-01 4.2077983609e-01 -2.4781616296e-06
5.4491752438e+00 4.1862741352e-01 4.1862639710e-01 -2.4279947753e-06
5.4642698832e+00 4.1647394819e-01 4.1647295810e-01 -2.3773091247e-06
5.4793645226e+00 4.1432048285e-01 4.1431951910e-01 -2.3260965884e-06
5.4944591620e+00 4.1216701752e-01 4.1216608011e-01 -2.2743489078e-06
5.5095538014e+00 4.1001355219e-01 4.1001264111e-01 -2.2220576506e-06
5.5246484408e+00 4.0786008685e-01 4.0785920212e-01 -2.1692142072e-06
5.5397430802e+00 4.0570662152e-01 4.0570576312e-01 -2.1158097843e-06
5.5548377195e+00 4.0355315618e-01 4.0355232412e-01 -2.0618354015e-06
5.5699323589e+00 4.0139969085e-01 4.0139888513e-01 -2.0072818852e-06
5.5850269983e+00 3.9924622552e-01 3.9924544613e-01 -1.9521398646e-06
5.6001216377e+00 3.9709276018e-01 3.9709200714e-01 -1.8963997649e-06
5.6152162771e+00 3.9493929485e-01 3.9493856814e-01 -1.8400518027e-06
5.6303109165e+00 3.9278582952e-01 3.9278512915e-01 -1.7830859803e-06
5.6454055559e+00 3.9063236418e-01 3.9063169015e-01 -1.7254920793e-06
5.6605001953e+00 3.8847889885e-01 3.8847825115e-01 -1.6672596547e-06
5.6755948347e+00 3.8632543352e-01 3.8632481216e-01 -1.6083780286e-06
5.6906894741e+00 3.8417196818e-01 3.8417137316e-01 -1.5488362839e-06
5.7057841135e+00 3.8201850285e-01 3.8201793417e-01 -1.4886232572e-06
5.7208787529e+00 3.7986503751e-01 3.7986449517e-01 -1.4277275317e-06
5.7359733923e+00 3.7771157218e-01 3.7771105617e-01 -1.3661374309e-06
5.7510680317e+00 3.7555810685e-01 3.7555761718e-01 -1.3038410096e-06
5.7661626711e+00 3.7340464151e-01 3.7340417818e-01 -1.2408260482e-06
5.7812573105e+00 3.7125117618e-01 3.7125073919e-01 -1.1770800421e-06
5.7963519499e+00 3.6909771085e-01 3.6909730019e-01 -1.1125901960e-06
5.8114465893e+00 3.6694424551e-01 3.6694386120e-01 -1.0473434142e-06
5.8265412287e+00 3.6479078018e-01 3.6479042220e-01 -9.8132629125e-07
5.8416358681e+00 3.6263731484e-01 3.6263698320e-01 -9.1452510318e-07
5.8567305075e+00 3.6048384951e-01 3.6048354421e-01 -8.4692579867e-07
5.8718251469e+00 3.5833038418e-01 3.5833010521e-01 -7.7851398852e-07
5.8869197862e+00 3.5617691884e-01 3.5617666622e-01 -7.0927493504e-07
5.9020144256e+00 3.5402345351e-01 3.5402322722e-01 -6.3919354275e-07
5.9171090650e+00 3.5186998818e-01 3.5186978823e-01 -5.6825434555e-07
5.9322037044e+00 3.4971652284e-01 3.4971634923e-01 -4.9644149730e-07
5.9472983438e+00 3.4756305751e-01 3.4756291023e-01 -4.2373875917e-07
5.9623929832e+00 3.4540959218e-01 3.4540947124e-01 -3.5012948655e-07
5.9774876226e+00 3.4325612684e-01 3.4325603224e-01 -2.7559661764e-07
5.9925822620e+00 3.4110266151e-01 3.4110259325e-01 -2.0012266007e-07
6.0076769014e+00 3.3894919617e-01 3.3894915425e-01 -1.2368967647e-07
6.0227715408e+00 3.3679573084e-01 3.3679571525e-01 -4.6279270692e-08
6.0378661802e+00 3.3464226551e-01 3.3464227626e-01 3.2127426271e-08
6.0529608196e+00 3.3248880017e-01 3.3248883726e-01 1.1154977361e-07
6.0680554590e+00 3.3033533484e-01 3.3033539827e-01 1.9200763347e-07
6.0831500984e+00 3.2818186951e-01 3.2818195927e-01 2.7352139120e-07
6.0982447378e+00 3.2602840417e-01 3.2602852028e-01 3.5611196936e-07
6.1133393772e+00 3.2387493884e-01 3.2387508128e-01 4.3980084767e-07
6.1284340166e+00 3.2172147351e-01 3.2172164228e-01 5.2461008095e-07
6.1435286560e+00 3.1956800817e-01 3.1956820329e-01 6.1056231798e-07
6.1586232954e+00 3.1741454284e-01 3.1741476429e-01 6.9768082287e-07
6.1737179348e+00 3.1526107750e-01 3.1526132530e-01 7.8598949451e-07
6.1888125742e+00 3.1310761217e-01 3.1310788630e-01 8.7551289049e-07
6.2039072135e+00 3.1095414684e-01 3.1095444730e-01 9.6627624761e-07
6.2190018529e+00 3.0880068150e-01 3.0880100831e-01 1.0583055068e-06
6.2340964923e+00 3.0664721617e-01 3.0664756931e-01 1.1516273380e-06
6.2491911317e+00 3.0449375084e-01 3.0449413032e-01 1.2462691661e-06
6.2642857711e+00 3.0234028550e-01 3.0234069132e-01 1.3422591959e-06
6.2793804105e+00 3.0018682017e-01 3.0018725233e-01 1.4396264425e-06
6.2944750499e+00 2.9803335483e-01 2.9803381333e-01 1.5384007601e-06
6.3095696893e+00 2.9587988950e-01 2.9588037433e-01 1.6386128709e-06
6.3246643287e+00 2.9372642417e-01 2.9372693534e-01 1.7402943989e-06
6.3397589681e+00 2.9157295883e-01 2.9157349634e-01 1.8434779020e-06
6.3548536075e+00 2.8941949350e-01 2.8942005735e-01 1.9481969065e-06
6.3699482469e+00 2.8726602817e-01 2.8726661835e-01 2.0544859455e-06
6.3850428863e+00 2.8511256283e-01 2.8511317935e-01 2.1623805945e-06
6.4001375257e+00 2.8295909750e-01 2.8295974036e-01 2.2719175116e-06
6.4152321651e+00 2.8080563217e-01 2.8080630136e-01 2.3831344804e-06
6.4303268045e+00 2.7865216683e-01 2.7865286237e-01 2.4960704514e-06
6.4454214439e+00 2.7649870150e-01 2.7649942337e-01 2.6107655895e-06
6.4605160833e+00 2.7434523616e-01 2.7434598438e-01 2.7272613204e-06
6.4756107227e+00 2.7219177083e-01 2.7219254538e-01 2.8456003803e-06
6.4907053621e+00 2.7003830550e-01 2.7003910638e-01 2.9658268692e-06
6.5058000015e+00 2.6788484016e-01 2.6788566739e-01 3.0879863049e-06
6.5208946408e+00 2.6573137483e-01 2.6573222839e-01 3.2121256808e-06
6.5359892802e+00 2.6357790950e-01 2.6357878940e-01 3.3382935261e-06
6.5510839196e+00 2.6142444416e-01 2.6142535040e-01 3.4665399689e-06
6.5661785590e+00 2.5927097883e-01 2.5927191141e-01 3.5969168020e-06
6.5812731984e+00 2.5711751350e-01 2.5711847241e-01 3.7294775553e-06
6.5963678378e+00 2.5496404816e-01 2.5496503341e-01 3.8642775651e-06
6.6114624772e+00 2.5281058283e-01 2.5281159442e-01 4.0013740545e-06
6.6265571166e+00 2.5065711749e-01 2.5065815542e-01 4.1408262122e-06
6.6416517560e+00 2.4850365216e-01 2.4850471643e-01 4.2826952792e-06
6.6567463954e+00 2.4635018683e-01 2.4635127743e-01 4.4270446375e-06
6.6718410348e+00 2.4419672149e-01 2.4419783843e-01 4.5739399050e-06
6.6869356742e+00 2.4271450147e-01 2.4271383444e-01 -2.7482253212e-06
6.7020303136e+00 2.4176115593e-01 2.4176049995e-01 -2.7133099788e-06
6.7171249530e+00 2.4080781038e-01 2.4080716547e-01 -2.6781181805e-06
6.7322195924e+00 2.3985446483e-01 2.3985383098e-01 -2.6426466297e-06
6.7473142318e+00 2.3890111928e-01 2.3890049649e-01 -2.6068919770e-06
6.7624088712e+00 2.3794777373e-01 2.3794716200e-01 -2.5708508202e-06
6.7775035106e+00 2.3699442818e-01 2.3699382752e-01 -2.5345197014e-06
6.7925981500e+00 2.3604108264e-01 2.3604049303e-01 -2.4978951074e-06
6.8076927894e+00 2.3508773709e-01 2.3508715854e-01 -2.4609734676e-06
6.8227874288e+00 2.3413439154e-01 2.3413382405e-01 -2.4237511538e-06
6.8378820681e+00 2.3318104599e-01 2.3318048957e-01 -2.3862244779e-06
6.8529767075e+00 2.3222770044e-01 2.3222715508e-01 -2.3483896915e-06
6.8680713469e+00 2.3127435489e-01 2.3127382059e-01 -2.3102429846e-06
6.8831659863e+00 2.3032100934e-01 2.3032048611e-01 -2.2717804837e-06
6.8982606257e+00 2.2936766380e-01 2.2936715162e-01 -2.2329982510e-06
6.9133552651e+00 2.2841431825e-01 2.2841381713e-01 -2.1938922832e-06
6.9284499045e+00 2.2746097270e-01 2.2746048264e-01 -2.1544585098e-06
6.9435445439e+00 2.2650762715e-01 2.2650714816e-01 -2.1146927916e-06
6.9586391833e+00 2.2555428160e-01 2.2555381367e-01 -2.0745909195e-06
6.9737338227e+00 2.2460093605e-01 2.2460047918e-01 -2.0341486130e-06
6.9888284621e+00 2.2364759050e-01 2.2364714469e-01 -1.9933615187e-06
7.0039231015e+00 2.2269424496e-01 2.2269381021e-01 -1.9522252083e-06
7.0190177409e+00 2.2174089941e-01 2.2174047572e-01 -1.9107351777e-06
7.0341123803e+00 2.2078755386e-01 2.2078714123e-01 -1.8688868448e-06
7.0492070197e+00 2.1983420831e-01 2.1983380674e-01 -1.8266755484e-06
7.0643016591e+00 2.1888086276e-01 2.1888047226e-01 -1.7840965454e-06
7.0793962985e+00 2.1792751721e-01 2.1792713777e-01 -1.7411450103e-06
7.0944909379e+00 2.1697417166e-01 2.1697380328e-01 -1.6978160326e-06
7.1095855773e+00 2.1602082612e-01 2.1602046880e-01 -1.6541046148e-06
7.1246802167e+00 2.1506748057e-01 2.1506713431e-01 -1.6100056715e-06
7.1397748561e+00 2.1411413502e-01 2.1411379982e-01 -1.5655140261e-06
7.1548694955e+00 2.1316078947e-01 2.1316046533e-01 -1.5206244098e-06
7.1699641348e+00 2.1220744392e-01 2.1220713085e-01 -1.4753314584e-06
7.1850587742e+00 2.1125409837e-01 2.1125379636e-01 -1.4296297121e-06
7.2001534136e+00 2.1030075283e-01 2.1030046187e-01 -1.3835136111e-06
7.2152480530e+00 2.0934740728e-01 2.0934712738e-01 -1.3369774944e-06
7.2303426924e+00 2.0839406173e-01 2.0839379290e-01 -1.2900155978e-06
7.2454373318e+00 2.0744071618e-01 2.0744045841e-01 -1.2426220511e-06
7.2605319712e+00 2.0648737063e-01 2.0648712392e-01 -1.1947908755e-06
7.2756266106e+00 2.0553402508e-01 2.0553378943e-01 -1.1465159809e-06
7.2907212500e+00 2.0458067953e-01 2.0458045495e-01 -1.0977911649e-06
7.3058158894e+00 2.0362733399e-01 2.0362712046e-01 -1.0486101075e-06
7.3209105288e+00 2.0267398844e-01 2.0267378597e-01 -9.9896637071e-07
7.3360051682e+00 2.0172064289e-01 2.0172045149e-01 -9.4885339467e-07
7.3510998076e+00 2.0076729734e-01 2.0076711700e-01 -8.9826449454e-07
7.3661944470e+00 1.9981395179e-01 1.9981378251e-01 -8.4719285818e-07
7.3812890864e+00 1.9886060624e-01 1.9886044802e-01 -7.9563154324e-07
7.3963837258e+00 1.9790726069e-01 1.9790711354e-01 -7.4357347291e-07
7.4114783652e+00 1.9695391515e-01 1.9695377905e-01 -6.9101143347e-07
7.4265730046e+00 1.9600056960e-01 1.9600044456e-01 -6.3793807132e-07
7.4416676440e+00 1.9504722405e-01 1.9504711007e-01 -5.8434588833e-07
7.4567622834e+00 1.9409387850e-01 1.9409377559e-01 -5.3022724009e-07
7.4718569228e+00 1.9314053295e-01 1.9314044110e-01 -4.7557433039e-07
7.4869515621e+00 1.9218718740e-01 1.9218710661e-01 -4.2037920830e-07
7.5020462015e+00 1.9123384185e-01 1.9123377212e-01 -3.6463376511e-07
7.5171408409e+00 1.9028049631e-01 1.9028043764e-01 -3.0832972913e-07
7.5322354803e+00 1.8932715076e-01 1.8932710315e-01 -2.5145866179e-07
7.5473301197e+00 1.8837380521e-01 1.8837376866e-01 -1.9401195413e-07
7.5624247591e+00 1.8742045966e-01 1.8742043418e-01 -1.3598082202e-07
7.5775193985e+00 1.8646711411e-01 1.8646709969e-01 -7.7356301103e-08
7.5926140379e+00 1.8551376856e-01 1.8551376520e-01 -1.8129243797e-08
7.6077086773e+00 1.8456042302e-01 1.8456043071e-01 4.1709687544e-08
7.6228033167e+00 1.8360707747e-01 1.8360709623e-01 1.0217002374e-07
7.6378979561e+00 1.8265373192e-01 1.8265376174e-01 1.6326149521e-07
7.6529925955e+00 1.8170038637e-01 1.8170042725e-01 2.2499403612e-07
7.6680872349e+00 1.8074704082e-01 1.8074709276e-01 2.8737779022e-07
7.6831818743e+00 1.7979369527e-01 1.7979375828e-01 3.5042311690e-07
7.6982765137e+00 1.7884034972e-01 1.7884042379e-01 4.1414059608e-07
7.7133711531e+00 1.7788700418e-01 1.7788708930e-01 4.7854103407e-07
7.7284657925e+00 1.7693365863e-01 1.7693375481e-01 5.4363547082e-07
7.7435604319e+00 1.7598031308e-01 1.7598042033e-01 6.0943518540e-07
7.7586550713e+00 1.7502696753e-01 1.7502708584e-01 6.7595170225e-07
7.7737497107e+00 1.7407362198e-01 1.7407375135e-01 7.4319679848e-07
7.7888443501e+00 1.7312027643e-01 1.7312041687e-01 8.1118251059e-07
7.8039389894e+00 1.7216693088e-01 1.7216708238e-01 8.7992114138e-07
7.8190336288e+00 1.7121358534e-01 1.7121374789e-01 9.4942526876e-07
7.8341282682e+00 1.7026023979e-01 1.7026041340e-01 1.0197077511e-06
7.8492229076e+00 1.6930689424e-01 1.6930707892e-01 1.0907817364e-06
7.8643175470e+00 1.6835354869e-01 1.6835374443e-01 1.1626606716e-06
7.8794121864e+00 1.6740020314e-01 1.6740040994e-01 1.2353583090e-06
7.8945068258e+00 1.6644685759e-01 1.6644707545e-01 1.3088887164e-06
7.9096014652e+00 1.6549351204e-01 1.6549374097e-01 1.3832662858e-06
7.9246961046e+00 1.6454016650e-01 1.6454040648e-01 1.4585057420e-06
7.9397907440e+00 1.6358682095e-01 1.6358707199e-01 1.5346221539e-06
7.9548853834e+00 1.6263347540e-01 1.6263373750e-01 1.6116309438e-06
7.9699800228e+00 1.6168012985e-01 1.6168040302e-01 1.6895478969e-06
7.9850746622e+00 1.6072678430e-01 1.6072706853e-01 1.7683891735e-06
8.0001693016e+00 1.5977343875e-01 1.5977373404e-01 1.8481713198e-06
8.0152639410e+00 1.5882009321e-01 1.5882039956e-01 1.9289112786e-06
8.0303585804e+00 1.5786674766e-01 1.5786706507e-01 2.0106264030e-06
8.0454532198e+00 1.5691340211e-01 1.5691373058e-01 2.0933344665e-06
8.0605478592e+00 1.5596005656e-01 1.5596039609e-01 2.1770536781e-06
8.0756424986e+00 1.5500671101e-01 1.5500706161e-01 2.2618026949e-06
8.0907371380e+00 1.5405336546e-01 1.5405372712e-01 2.3476006351e-06
8.1058317774e+00 1.5310001991e-01 1.5310039263e-01 2.4344670936e-06
8.1209264167e+00 1.5214667437e-01 1.5214705814e-01 2.5224221563e-06
8.1360210561e+00 1.5119332882e-01 1.5119372366e-01 2.6114864155e-06
8.1511156955e+00 1.5023998327e-01 1.5024038917e-01 2.7016809867e-06
8.1662103349e+00 1.4928663772e-01 1.4928705468e-01 2.7930275244e-06
8.1813049743e+00 1.4833329217e-01 1.4833372019e-01 2.8855482394e-06
8.1963996137e+00 1.4737994662e-01 1.4738038571e-01 2.9792659179e-06
8.2114942531e+00 1.4642660107e-01 1.4642705122e-01 3.0742039395e-06
8.2265888925e+00 1.4547325553e-01 1.4547371673e-01 3.1703862960e-06
8.2416835319e+00 1.4451990998e-01 1.4452038225e-01 3.2678376133e-06
8.2567781713e+00 1.4356656443e-01 1.4356704776e-01 3.3665831700e-06
8.2718728107e+00 1.4261321888e-01 1.4261371327e-01 3.4666489218e-06
8.2869674501e+00 1.4165987333e-01 1.4166037878e-01 3.5680615232e-06
8.3020620895e+00 1.4070652778e-01 1.4070704430e-01 3.6708483498e-06
8.3171567289e+00 1.3975318224e-01 1.3975370981e-01 3.7750375253e-06
8.3322513683e+00 1.3879983669e-01 1.3880037532e-01 3.8806579459e-06
8.3473460077e+00 1.3784649114e-01 1.3784704083e-01 3.9877393070e-06
8.3624406471e+00 1.3689314559e-01 1.3689370635e-01 4.0963121310e-06
8.3775352865e+00 1.3593980004e-01 1.3594037186e-01 4.2064077974e-06
8.3926299259e+00 1.3498645449e-01 1.3498703737e-01 4.3180585708e-06
8.4077245653e+00 1.3403310894e-01 1.3403370288e-01 4.4312976348e-06
