# # k [h/Mpc]  P_LCDM [(Mpc/h)^3]  P_SRC [(Mpc/h)^3]  deltaP_over_P
# # z = 1.0
7.6983703124e-01 4.7035195097e+01 4.7035188364e+01 -1.4315586574e-07
7.8493167064e-01 4.5106918288e+01 4.5106919736e+01 3.2108029818e-08
8.0002631003e-01 4.3178641479e+01 4.3178651109e+01 2.2302583621e-07
8.1512094943e-01 4.1250364669e+01 4.1250382481e+01 4.3179281259e-07
8.3021558882e-01 3.9632233360e+01 3.9632216830e+01 -4.1707013501e-07
8.4531022822e-01 3.8232673066e+01 3.8232664186e+01 -2.3225968006e-07
8.6040486761e-01 3.6833112771e+01 3.6833111541e+01 -3.3404614059e-08
8.7549950701e-01 3.5433552477e+01 3.5433558896e+01 1.8115927246e-07
8.9059414641e-01 3.4033992183e+01 3.4034006252e+01 4.1336993369e-07
9.0568878580e-01 3.2634431889e+01 3.2634453607e+01 6.6549776822e-07
9.2078342520e-01 3.1234871594e+01 3.1234900962e+01 9.4022009998e-07
9.3587806459e-01 3.0293880285e+01 3.0293856526e+01 -7.8428343082e-07
9.5097270399e-01 2.9389476071e+01 2.9389459005e+01 -5.8068001111e-07
9.6606734338e-01 2.8485071857e+01 2.8485061484e+01 -3.6414772875e-07
9.8116198278e-01 2.7580667643e+01 2.7580663963e+01 -1.3341472342e-07
9.9625662217e-01 2.6676263429e+01 2.6676266442e+01 1.1296334427e-07
1.0113512616e+00 2.5771859215e+01 2.5771868922e+01 3.7663355677e-07
1.0264459010e+00 2.4867455001e+01 2.4867471401e+01 6.5948260775e-07
1.0415405404e+00 2.3963050787e+01 2.3963073880e+01 9.6368201829e-07
1.0566351798e+00 2.3058646573e+01 2.3058676359e+01 1.2917439940e-06
1.0717298191e+00 2.2154242359e+01 2.2154278838e+01 1.6465909645e-06
1.0868244585e+00 2.1389792821e+01 2.1389755372e+01 -1.7508166839e-06
1.1019190979e+00 2.0890300203e+01 2.0890267719e+01 -1.5549747942e-06
1.1170137373e+00 2.0390807585e+01 2.0390780067e+01 -1.3495382302e-06
1.1321083767e+00 1.9891314967e+01 1.9891292415e+01 -1.1337841938e-06
1.1472030161e+00 1.9391822349e+01 1.9391804763e+01 -9.0691541563e-07
1.1622976555e+00 1.8892329731e+01 1.8892317110e+01 -6.6805031096e-07
1.1773922949e+00 1.8392837113e+01 1.8392829458e+01 -4.1621152970e-07
1.1924869343e+00 1.7893344495e+01 1.7893341806e+01 -1.5031259213e-07
1.2075815737e+00 1.7393851877e+01 1.7393854154e+01 1.3085778223e-07
1.2226762131e+00 1.6894359259e+01 1.6894366501e+01 4.2865412340e-07
1.2377708525e+00 1.6394866642e+01 1.6394878849e+01 7.4459603160e-07
1.2528654919e+00 1.5895374024e+01 1.5895391197e+01 1.0803941128e-06
1.2679601313e+00 1.5395881406e+01 1.5395903545e+01 1.4379809644e-06
1.2830547707e+00 1.4896388788e+01 1.4896415892e+01 1.8195483923e-06
1.2981494101e+00 1.4396896170e+01 1.4396928240e+01 2.2275923761e-06
1.3132440495e+00 1.3897403552e+01 1.3897440588e+01 2.6649677320e-06
1.3283386889e+00 1.3397910934e+01 1.3397952936e+01 3.1349550023e-06
1.3434333283e+00 1.3052260983e+01 1.3052231418e+01 -2.2651910626e-06
1.3585279677e+00 1.2808538132e+01 1.2808511164e+01 -2.1054542531e-06
1.3736226071e+00 1.2564815280e+01 1.2564790910e+01 -1.9395205342e-06
1.3887172464e+00 1.2321092428e+01 1.2321070656e+01 -1.7670221636e-06
1.4038118858e+00 1.2077369576e+01 1.2077350403e+01 -1.5875617151e-06
1.4189065252e+00 1.1833646724e+01 1.1833630149e+01 -1.4007090209e-06
1.4340011646e+00 1.1589923872e+01 1.1589909895e+01 -1.2059977294e-06
1.4490958040e+00 1.1346201021e+01 1.1346189641e+01 -1.0029214194e-06
1.4641904434e+00 1.1102478169e+01 1.1102469387e+01 -7.9092920138e-07
1.4792850828e+00 1.0858755317e+01 1.0858749134e+01 -5.6942072712e-07
1.4943797222e+00 1.0615032465e+01 1.0615028880e+01 -3.3774051267e-07
1.5094743616e+00 1.0371309613e+01 1.0371308626e+01 -9.5171458783e-08
1.5245690010e+00 1.0127586761e+01 1.0127588372e+01 1.5907256247e-07
1.5396636404e+00 9.8838639096e+00 9.8838681187e+00 4.2585521793e-07
1.5547582798e+00 9.6401410577e+00 9.6401478649e+00 7.0612751617e-07
1.5698529192e+00 9.3964182059e+00 9.3964276111e+00 1.0009391342e-06
1.5849475586e+00 9.1526953541e+00 9.1527073574e+00 1.3114515540e-06
1.6000421980e+00 8.9089725022e+00 8.9089871036e+00 1.6389533566e-06
1.6151368374e+00 8.6652496504e+00 8.6652668499e+00 1.9848780965e-06
1.6302314768e+00 8.4215267986e+00 8.4215465961e+00 2.3508252770e-06
1.6453261162e+00 8.1778039467e+00 8.1778263423e+00 2.7385850847e-06
1.6604207556e+00 7.9340810949e+00 7.9341060886e+00 3.1501676699e-06
1.6755153950e+00 7.6903582430e+00 7.6903858348e+00 3.5878380077e-06
1.6906100344e+00 7.5588454748e+00 7.5588255720e+00 -2.6330495486e-06
1.7057046738e+00 7.4452393978e+00 7.4452208841e+00 -2.4866450362e-06
1.7207993131e+00 7.3316333207e+00 7.3316161962e+00 -2.3357033516e-06
1.7358939525e+00 7.2180272437e+00 7.2180115083e+00 -2.1800102598e-06
1.7509885919e+00 7.1044211666e+00 7.1044068204e+00 -2.0193378232e-06
1.7660832313e+00 6.9908150896e+00 6.9908021325e+00 -1.8534432875e-06
1.7811778707e+00 6.8772090126e+00 6.8771974446e+00 -1.6820678573e-06
1.7962725101e+00 6.7636029355e+00 6.7635927567e+00 -1.5049353507e-06
1.8113671495e+00 6.6499968585e+00 6.6499880688e+00 -1.3217507121e-06
1.8264617889e+00 6.5363907814e+00 6.5363833809e+00 -1.1321983733e-06
1.8415564283e+00 6.4227847044e+00 6.4227786930e+00 -9.3594043909e-07
1.8566510677e+00 6.3091786273e+00 6.3091740051e+00 -7.3261467734e-07
1.8717457071e+00 6.1955725503e+00 6.1955693172e+00 -5.2183228672e-07
1.8868403465e+00 6.0819664732e+00 6.0819646293e+00 -3.0317541662e-07
1.9019349859e+00 5.9683603962e+00 5.9683599415e+00 -7.6194401190e-08
1.9170296253e+00 5.8547543192e+00 5.8547552536e+00 1.5959532638e-07
1.9321242647e+00 5.7411482421e+00 5.7411505657e+00 4.0471668757e-07
1.9472189041e+00 5.6275421651e+00 5.6275458778e+00 6.5973482977e-07
1.9623135435e+00 5.5139360880e+00 5.5139411899e+00 9.2526147618e-07
1.9774081829e+00 5.4003300110e+00 5.4003365020e+00 1.2019598256e-06
1.9925028223e+00 5.2867239339e+00 5.2867318141e+00 1.4905500816e-06
2.0075974617e+00 5.1731178569e+00 5.1731271262e+00 1.7918157135e-06
2.0226921011e+00 5.0595117799e+00 5.0595224383e+00 2.1066105585e-06
2.0377867404e+00 4.9459057028e+00 4.9459177504e+00 2.4358669034e-06
2.0528813798e+00 4.8322996258e+00 4.8323130625e+00 2.7806047062e-06
2.0679760192e+00 4.7186935487e+00 4.7187083746e+00 3.1419421501e-06
2.0830706586e+00 4.6050874717e+00 4.6051036867e+00 3.5211077589e-06
2.0981652980e+00 4.4914813946e+00 4.4914989988e+00 3.9194543521e-06
2.1132599374e+00 4.3832990686e+00 4.3832888741e+00 -2.3257448403e-06
2.1283545768e+00 4.3310227233e+00 4.3310131167e+00 -2.2180939729e-06
2.1434492162e+00 4.2787463781e+00 4.2787373593e+00 -2.1078126183e-06
2.1585438556e+00 4.2264700329e+00 4.2264616019e+00 -1.9948031686e-06
2.1736384950e+00 4.1741936876e+00 4.1741858445e+00 -1.8789631264e-06
2.1887331344e+00 4.1219173424e+00 4.1219100871e+00 -1.7601847941e-06
2.2038277738e+00 4.0696409972e+00 4.0696343296e+00 -1.6383549408e-06
2.2189224132e+00 4.0173646519e+00 4.0173585722e+00 -1.5133544425e-06
2.2340170526e+00 3.9650883067e+00 3.9650828148e+00 -1.3850578915e-06
2.2491116920e+00 3.9128119615e+00 3.9128070574e+00 -1.2533331797e-06
2.2642063314e+00 3.8605356162e+00 3.8605313000e+00 -1.1180410424e-06
2.2793009708e+00 3.8082592710e+00 3.8082555426e+00 -9.7903456838e-07
2.2943956102e+00 3.7559829258e+00 3.7559797852e+00 -8.3615866774e-07
2.3094902496e+00 3.7037065805e+00 3.7037040278e+00 -6.8924949384e-07
2.3245848890e+00 3.6514302353e+00 3.6514282703e+00 -5.3813381797e-07
2.3396795284e+00 3.5991538901e+00 3.5991525129e+00 -3.8262834621e-07
2.3547741677e+00 3.5468775448e+00 3.5468767555e+00 -2.2253897924e-07
2.3698688071e+00 3.4946011996e+00 3.4946009981e+00 -5.7660002954e-08
2.3849634465e+00 3.4423248544e+00 3.4423252407e+00 1.1222679256e-07
2.4000580859e+00 3.3900485091e+00 3.3900494833e+00 2.8735307684e-07
2.4151527253e+00 3.3377721639e+00 3.3377737259e+00 4.6796503366e-07
2.4302473647e+00 3.2854958187e+00 3.2854979685e+00 6.5432451433e-07
2.4453420041e+00 3.2332194734e+00 3.2332222110e+00 8.4671030555e-07
2.4604366435e+00 3.1809431282e+00 3.1809464536e+00 1.0454195208e-06
2.4755312829e+00 3.1286667830e+00 3.1286706962e+00 1.2507691311e-06
2.4906259223e+00 3.0763904377e+00 3.0763949388e+00 1.4630976521e-06
2.5057205617e+00 3.0241140925e+00 3.0241191814e+00 1.6827670066e-06
2.5208152011e+00 2.9718377473e+00 2.9718434240e+00 1.9101645833e-06
2.5359098405e+00 2.9195614020e+00 2.9195676666e+00 2.1457055161e-06
2.5510044799e+00 2.8672850568e+00 2.8672919092e+00 2.3898352138e-06
2.5660991193e+00 2.8150087116e+00 2.8150161517e+00 2.6430321722e-06
2.5811937587e+00 2.7627323663e+00 2.7627403943e+00 2.9058111023e-06
2.5962883981e+00 2.7104560211e+00 2.7104646369e+00 3.1787264241e-06
2.6113830375e+00 2.6581796759e+00 2.6581888795e+00 3.4623761711e-06
2.6264776769e+00 2.6059033307e+00 2.6059131221e+00 3.7574063649e-06
2.6415723163e+00 2.5536269854e+00 2.5536373647e+00 4.0645159270e-06
2.6566669557e+00 2.5013506402e+00 2.5013616073e+00 4.3844622060e-06
2.6717615950e+00 2.4735810173e+00 2.4735752862e+00 -2.3169594592e-06
2.6868562344e+00 2.4497477308e+00 2.4497422555e+00 -2.2350459395e-06
2.7019508738e+00 2.4259144442e+00 2.4259092248e+00 -2.1515229087e-06
2.7170455132e+00 2.4020811576e+00 2.4020761941e+00 -2.0663424579e-06
2.7321401526e+00 2.3782478710e+00 2.3782431634e+00 -1.9794547589e-06
2.7472347920e+00 2.3544145845e+00 2.3544101327e+00 -1.8908079647e-06
2.7623294314e+00 2.3305812979e+00 2.3305771020e+00 -1.8003481082e-06
2.7774240708e+00 2.3067480113e+00 2.3067440713e+00 -1.7080189919e-06
2.7925187102e+00 2.2829147247e+00 2.2829110406e+00 -1.6137620719e-06
2.8076133496e+00 2.2590814382e+00 2.2590780100e+00 -1.5175163323e-06
2.8227079890e+00 2.2352481516e+00 2.2352449793e+00 -1.4192181563e-06
2.8378026284e+00 2.2114148650e+00 2.2114119486e+00 -1.3188011845e-06
2.8528972678e+00 2.1875815784e+00 2.1875789179e+00 -1.2161961647e-06
2.8679919072e+00 2.1637482918e+00 2.1637458872e+00 -1.1113307943e-06
2.8830865466e+00 2.1399150053e+00 2.1399128565e+00 -1.0041295497e-06
2.8981811860e+00 2.1160817187e+00 2.1160798258e+00 -8.9451350399e-07
2.9132758254e+00 2.0922484321e+00 2.0922467951e+00 -7.8240013495e-07
2.9283704648e+00 2.0684151455e+00 2.0684137645e+00 -6.6770311602e-07
2.9434651042e+00 2.0445818590e+00 2.0445807338e+00 -5.5033209636e-07
2.9585597436e+00 2.0207485724e+00 2.0207477031e+00 -4.3019246173e-07
2.9736543830e+00 1.9969152858e+00 1.9969146724e+00 -3.0718508179e-07
2.9887490224e+00 1.9730819992e+00 1.9730816417e+00 -1.8120603605e-07
3.0038436617e+00 1.9492487127e+00 1.9492486110e+00 -5.2146321556e-08
3.0189383011e+00 1.9254154261e+00 1.9254155803e+00 8.0108461401e-08
3.0340329405e+00 1.9015821395e+00 1.9015825496e+00 2.1567844813e-07
3.0491275799e+00 1.8777488529e+00 1.8777495189e+00 3.5468987309e-07
3.0642222193e+00 1.8539155664e+00 1.8539164883e+00 4.9727546205e-07
3.0793168587e+00 1.8300822798e+00 1.8300834576e+00 6.4357485461e-07
3.0944114981e+00 1.8062489932e+00 1.8062504269e+00 7.9373506103e-07
3.1095061375e+00 1.7824157066e+00 1.7824173962e+00 9.4791095383e-07
3.1246007769e+00 1.7585824200e+00 1.7585843655e+00 1.1062658012e-06
3.1396954163e+00 1.7347491335e+00 1.7347513348e+00 1.2689718445e-06
3.1547900557e+00 1.7109158469e+00 1.7109183041e+00 1.4362109215e-06
3.1698846951e+00 1.6870825603e+00 1.6870852734e+00 1.6081751458e-06
3.1849793345e+00 1.6632492737e+00 1.6632522428e+00 1.7850676426e-06
3.2000739739e+00 1.6394159872e+00 1.6394192121e+00 1.9671033483e-06
3.2151686133e+00 1.6155827006e+00 1.6155861814e+00 2.1545098829e-06
3.2302632527e+00 1.5917494140e+00 1.5917531507e+00 2.3475284990e-06
3.2453578921e+00 1.5679161274e+00 1.5679201200e+00 2.5464151177e-06
3.2604525315e+00 1.5440828409e+00 1.5440870893e+00 2.7514414610e-06
3.2755471709e+00 1.5202495543e+00 1.5202540586e+00 2.9628962907e-06
3.2906418103e+00 1.4964162677e+00 1.4964210279e+00 3.1810867641e-06
3.3057364497e+00 1.4725829811e+00 1.4725879972e+00 3.4063399242e-06
3.3208310890e+00 1.4487496946e+00 1.4487549666e+00 3.6390043343e-06
3.3359257284e+00 1.4249164080e+00 1.4249219359e+00 3.8794518783e-06
3.3510203678e+00 1.4044096116e+00 1.4044055365e+00 -2.9016342361e-06
3.3661150072e+00 1.3936356433e+00 1.3936316968e+00 -2.8317956746e-06
3.3812096466e+00 1.3828616750e+00 1.3828578571e+00 -2.7608688793e-06
3.3963042860e+00 1.3720877067e+00 1.3720840174e+00 -2.6888282150e-06
3.4113989254e+00 1.3613137384e+00 1.3613101777e+00 -2.6156472347e-06
3.4264935648e+00 1.3505397701e+00 1.3505363380e+00 -2.5412986480e-06
3.4415882042e+00 1.3397658018e+00 1.3397624983e+00 -2.4657542860e-06
3.4566828436e+00 1.3289918335e+00 1.3289886586e+00 -2.3889850669e-06
3.4717774830e+00 1.3182178652e+00 1.3182148189e+00 -2.3109609580e-06
3.4868721224e+00 1.3074438969e+00 1.3074409792e+00 -2.2316509364e-06
3.5019667618e+00 1.2966699286e+00 1.2966671395e+00 -2.1510229485e-06
3.5170614012e+00 1.2858959603e+00 1.2858932997e+00 -2.0690438662e-06
3.5321560406e+00 1.2751219920e+00 1.2751194600e+00 -1.9856794421e-06
3.5472506800e+00 1.2643480237e+00 1.2643456203e+00 -1.9008942609e-06
3.5623453194e+00 1.2535740554e+00 1.2535717806e+00 -1.8146516901e-06
3.5774399588e+00 1.2428000871e+00 1.2427979409e+00 -1.7269138269e-06
3.5925345982e+00 1.2320261189e+00 1.2320241012e+00 -1.6376414431e-06
3.6076292376e+00 1.2212521506e+00 1.2212502615e+00 -1.5467939250e-06
3.6227238770e+00 1.2104781823e+00 1.2104764218e+00 -1.4543292142e-06
3.6378185163e+00 1.1997042140e+00 1.1997025821e+00 -1.3602037409e-06
3.6529131557e+00 1.1889302457e+00 1.1889287424e+00 -1.2643723562e-06
3.6680077951e+00 1.1781562774e+00 1.1781549027e+00 -1.1667882596e-06
3.6831024345e+00 1.1673823091e+00 1.1673810630e+00 -1.0674029229e-06
3.6981970739e+00 1.1566083408e+00 1.1566072233e+00 -9.6616600945e-07
3.7132917133e+00 1.1458343725e+00 1.1458333836e+00 -8.6302528974e-07
3.7283863527e+00 1.1350604042e+00 1.1350595439e+00 -7.5792655117e-07
3.7434809921e+00 1.1242864359e+00 1.1242857042e+00 -6.5081350320e-07
3.7585756315e+00 1.1135124676e+00 1.1135118645e+00 -5.4162767612e-07
3.7736702709e+00 1.1027384993e+00 1.1027380248e+00 -4.3030831596e-07
3.7887649103e+00 1.0919645310e+00 1.0919641851e+00 -3.1679227023e-07
3.8038595497e+00 1.0811905627e+00 1.0811903454e+00 -2.0101386980e-07
3.8189541891e+00 1.0704165944e+00 1.0704165057e+00 -8.2904801637e-08
3.8340488285e+00 1.0596426261e+00 1.0596426660e+00 3.7606025992e-08
3.8491434679e+00 1.0488686578e+00 1.0488688263e+00 1.6059262585e-07
3.8642381073e+00 1.0380946896e+00 1.0380949866e+00 2.8613208286e-07
3.8793327467e+00 1.0273207213e+00 1.0273211469e+00 4.1430471586e-07
3.8944273861e+00 1.0165467530e+00 1.0165473072e+00 5.4519424877e-07
3.9095220255e+00 1.0057727847e+00 1.0057734675e+00 6.7888799269e-07
3.9246166649e+00 9.9499881637e-01 9.9499962777e-01 8.1547704088e-07
3.9397113043e+00 9.8422484808e-01 9.8422578807e-01 9.5505647524e-07
3.9548059436e+00 9.7345087978e-01 9.7345194837e-01 1.0977255866e-06
3.9699005830e+00 9.6267691149e-01 9.6267810866e-01 1.2435881109e-06
3.9849952224e+00 9.5190294320e-01 9.5190426896e-01 1.3927524806e-06
4.0000898618e+00 9.4112897490e-01 9.4113042926e-01 1.5453320937e-06
4.0151845012e+00 9.3035500661e-01 9.3035658955e-01 1.7014456005e-06
4.0302791406e+00 9.1958103831e-01 9.1958274985e-01 1.8612172121e-06
4.0453737800e+00 9.0880707002e-01 9.0880891015e-01 2.0247770301e-06
4.0604684194e+00 8.9803310172e-01 8.9803507045e-01 2.1922613990e-06
4.0755630588e+00 8.8725913343e-01 8.8726123074e-01 2.3638132859e-06
4.0906576982e+00 8.7648516513e-01 8.7648739104e-01 2.5395826876e-06
4.1057523376e+00 8.6571119684e-01 8.6571355134e-01 2.7197270680e-06
4.1208469770e+00 8.5493722854e-01 8.5493971163e-01 2.9044118280e-06
4.1359416164e+00 8.4416326025e-01 8.4416587193e-01 3.0938108131e-06
4.1510362558e+00 8.3338929196e-01 8.3339203223e-01 3.2881068579e-06
4.1661308952e+00 8.2261532366e-01 8.2261819253e-01 3.4874923763e-06
4.1812255346e+00 8.1184135537e-01 8.1184435282e-01 3.6921699958e-06
4.1963201740e+00 8.0106738707e-01 8.0107051312e-01 3.9023532449e-06
4.2114148134e+00 7.9029341878e-01 7.9029667342e-01 4.1182672962e-06
4.2265094528e+00 7.8450410979e-01 7.8450180725e-01 -2.9350262198e-06
4.2416040922e+00 7.7967094117e-01 7.7966869784e-01 -2.8772793647e-06
4.2566987316e+00 7.7483777256e-01 7.7483558844e-01 -2.8188121000e-06
4.2717933710e+00 7.7000460394e-01 7.7000247903e-01 -2.7596108603e-06
4.2868880103e+00 7.6517143533e-01 7.6516936962e-01 -2.6996617368e-06
4.3019826497e+00 7.6033826671e-01 7.6033626022e-01 -2.6389504677e-06
4.3170772891e+00 7.5550509810e-01 7.5550315081e-01 -2.5774624263e-06
4.3321719285e+00 7.5067192948e-01 7.5067004140e-01 -2.5151826086e-06
4.3472665679e+00 7.4583876086e-01 7.4583693200e-01 -2.4520956222e-06
4.3623612073e+00 7.4100559225e-01 7.4100382259e-01 -2.3881856729e-06
4.3774558467e+00 7.3617242363e-01 7.3617071318e-01 -2.3234365518e-06
4.3925504861e+00 7.3133925502e-01 7.3133760378e-01 -2.2578316215e-06
4.4076451255e+00 7.2650608640e-01 7.2650449437e-01 -2.1913538019e-06
4.4227397649e+00 7.2167291779e-01 7.2167138496e-01 -2.1239855554e-06
4.4378344043e+00 7.1683974917e-01 7.1683827556e-01 -2.0557088715e-06
4.4529290437e+00 7.1200658056e-01 7.1200516615e-01 -1.9865052501e-06
4.4680236831e+00 7.0717341194e-01 7.0717205674e-01 -1.9163556859e-06
4.4831183225e+00 7.0234024332e-01 7.0233894734e-01 -1.8452406506e-06
4.4982129619e+00 6.9750707471e-01 6.9750583793e-01 -1.7731400741e-06
4.5133076013e+00 6.9267390609e-01 6.9267272852e-01 -1.7000333263e-06
4.5284022407e+00 6.8784073748e-01 6.8783961912e-01 -1.6258991977e-06
4.5434968801e+00 6.8300756886e-01 6.8300650971e-01 -1.5507158780e-06
4.5585915195e+00 6.7817440025e-01 6.7817340030e-01 -1.4744609351e-06
4.5736861589e+00 6.7334123163e-01 6.7334029090e-01 -1.3971112932e-06
4.5887807983e+00 6.6850806302e-01 6.6850718149e-01 -1.3186432091e-06
4.6038754376e+00 6.6367489440e-01 6.6367407209e-01 -1.2390322476e-06
4.6189700770e+00 6.5884172578e-01 6.5884096268e-01 -1.1582532570e-06
4.6340647164e+00 6.5400855717e-01 6.5400785327e-01 -1.0762803414e-06
4.6491593558e+00 6.4917538855e-01 6.4917474387e-01 -9.9308683473e-07
4.6642539952e+00 6.4434221994e-01 6.4434163446e-01 -9.0864526990e-07
4.6793486346e+00 6.3950905132e-01 6.3950852505e-01 -8.2292735013e-07
4.6944432740e+00 6.3467588271e-01 6.3467541565e-01 -7.3590391608e-07
4.7095379134e+00 6.2984271409e-01 6.2984230624e-01 -6.4754491389e-07
4.7246325528e+00 6.2500954548e-01 6.2500919683e-01 -5.5781935991e-07
4.7397271922e+00 6.2017637686e-01 6.2017608743e-01 -4.6669530483e-07
4.7548218316e+00 6.1534320824e-01 6.1534297802e-01 -3.7413979499e-07
4.7699164710e+00 6.1051003963e-01 6.1050986861e-01 -2.8011883397e-07
4.7850111104e+00 6.0567687101e-01 6.0567675921e-01 -1.8459733947e-07
4.8001057498e+00 6.0084370240e-01 6.0084364980e-01 -8.7539100920e-08
4.8152003892e+00 5.9601053378e-01 5.9601054039e-01 1.1093266960e-08
4.8302950286e+00 5.9117736517e-01 5.9117743099e-01 1.1133837185e-07
4.8453896680e+00 5.8634419655e-01 5.8634432158e-01 2.1323609497e-07
4.8604843074e+00 5.8151102793e-01 5.8151121217e-01 3.1682764280e-07
4.8755789468e+00 5.7667785932e-01 5.7667810277e-01 4.2215560346e-07
4.8906735862e+00 5.7184469070e-01 5.7184499336e-01 5.2926400468e-07
4.9057682256e+00 5.6701152209e-01 5.6701188395e-01 6.3819837591e-07
4.9208628649e+00 5.6217835347e-01 5.6217877455e-01 7.4900581154e-07
4.9359575043e+00 5.5734518486e-01 5.5734566514e-01 8.6173504031e-07
4.9510521437e+00 5.5251201624e-01 5.5251255573e-01 9.7643649539e-07
4.9661467831e+00 5.4767884763e-01 5.4767944633e-01 1.0931623902e-06
4.9812414225e+00 5.4284567901e-01 5.4284633692e-01 1.2119667984e-06
4.9963360619e+00 5.3801251039e-01 5.3801322751e-01 1.3329057359e-06
5.0114307013e+00 5.3317934178e-01 5.3318011811e-01 1.4560372500e-06
5.0265253407e+00 5.2834617316e-01 5.2834700870e-01 1.5814215118e-06
5.0416199801e+00 5.2351300455e-01 5.2351389930e-01 1.7091209150e-06
5.0567146195e+00 5.1867983593e-01 5.1868078989e-01 1.8392001785e-06
5.0718092589e+00 5.1384666732e-01 5.1384768048e-01 1.9717264556e-06
5.0869038983e+00 5.0901349870e-01 5.0901457108e-01 2.1067694521e-06
5.1019985377e+00 5.0418033009e-01 5.0418146167e-01 2.2444015434e-06
5.1170931771e+00 4.9934716147e-01 4.9934835226e-01 2.3846979103e-06
5.1321878165e+00 4.9451399285e-01 4.9451524286e-01 2.5277366707e-06
5.1472824559e+00 4.8968082424e-01 4.8968213345e-01 2.6735990272e-06
