# # k [h/Mpc]  P_LCDM [(Mpc/h)^3]  P_SRC [(Mpc/h)^3]  deltaP_over_P
# # z = 2.0
5.1623770953e+00 2.2954033221e-01 2.2954098191e-01 2.8304532428e-06
5.1774717347e+00 2.2725218999e-01 2.2725286771e-01 2.9822214040e-06
5.1925663741e+00 2.2496404778e-01 2.2496475351e-01 3.1370768772e-06
5.2076610135e+00 2.2267590557e-01 2.2267663931e-01 3.2951148355e-06
5.2227556529e+00 2.2038776335e-01 2.2038852511e-01 3.4564344037e-06
5.2378502922e+00 2.1809962114e-01 2.1810041091e-01 3.6211388661e-06
5.2529449316e+00 2.1581147893e-01 2.1581229671e-01 3.7893358885e-06
5.2680395710e+00 2.1352333671e-01 2.1352418251e-01 3.9611377505e-06
5.2831342104e+00 2.1123519450e-01 2.1123606831e-01 4.1366615975e-06
5.2982288498e+00 2.0894705229e-01 2.0894795411e-01 4.3160297055e-06
5.3133234892e+00 2.0736556509e-01 2.0736497332e-01 -2.8537202876e-06
5.3284181286e+00 2.0634607160e-01 2.0634549227e-01 -2.8075637152e-06
5.3435127680e+00 2.0532657811e-01 2.0532601121e-01 -2.7609487868e-06
5.3586074074e+00 2.0430708462e-01 2.0430653016e-01 -2.7138686409e-06
5.3737020468e+00 2.0328759114e-01 2.0328704911e-01 -2.6663162783e-06
5.3887966862e+00 2.0226809765e-01 2.0226756805e-01 -2.6182845585e-06
5.4038913256e+00 2.0124860416e-01 2.0124808700e-01 -2.5697661967e-06
5.4189859650e+00 2.0022911067e-01 2.0022860595e-01 -2.5207537594e-06
5.4340806044e+00 1.9920961719e-01 1.9920912489e-01 -2.4712396610e-06
5.4491752438e+00 1.9819012370e-01 1.9818964384e-01 -2.4212161596e-06
5.4642698832e+00 1.9717063021e-01 1.9717016278e-01 -2.3706753537e-06
5.4793645226e+00 1.9615113672e-01 1.9615068173e-01 -2.3196091773e-06
5.4944591620e+00 1.9513164324e-01 1.9513120068e-01 -2.2680093955e-06
5.5095538014e+00 1.9411214975e-01 1.9411171962e-01 -2.2158676009e-06
5.5246484408e+00 1.9309265626e-01 1.9309223857e-01 -2.1631752083e-06
5.5397430802e+00 1.9207316277e-01 1.9207275751e-01 -2.1099234501e-06
5.5548377195e+00 1.9105366929e-01 1.9105327646e-01 -2.0561033719e-06
5.5699323589e+00 1.9003417580e-01 1.9003379541e-01 -2.0017058266e-06
5.5850269983e+00 1.8901468231e-01 1.8901431435e-01 -1.9467214706e-06
5.6001216377e+00 1.8799518882e-01 1.8799483330e-01 -1.8911407567e-06
5.6152162771e+00 1.8697569534e-01 1.8697535224e-01 -1.8349539302e-06
5.6303109165e+00 1.8595620185e-01 1.8595587119e-01 -1.7781510220e-06
5.6454055559e+00 1.8493670836e-01 1.8493639014e-01 -1.7207218433e-06
5.6605001953e+00 1.8391721487e-01 1.8391690908e-01 -1.6626559796e-06
5.6755948347e+00 1.8289772139e-01 1.8289742803e-01 -1.6039427840e-06
5.6906894741e+00 1.8187822790e-01 1.8187794697e-01 -1.5445713706e-06
5.7057841135e+00 1.8085873441e-01 1.8085846592e-01 -1.4845306088e-06
5.7208787529e+00 1.7983924092e-01 1.7983898487e-01 -1.4238091150e-06
5.7359733923e+00 1.7881974744e-01 1.7881950381e-01 -1.3623952460e-06
5.7510680317e+00 1.7780025395e-01 1.7780002276e-01 -1.3002770920e-06
5.7661626711e+00 1.7678076046e-01 1.7678054170e-01 -1.2374424680e-06
5.7812573105e+00 1.7576126697e-01 1.7576106065e-01 -1.1738789063e-06
5.7963519499e+00 1.7474177349e-01 1.7474157960e-01 -1.1095736488e-06
5.8114465893e+00 1.7372228000e-01 1.7372209854e-01 -1.0445136374e-06
5.8265412287e+00 1.7270278651e-01 1.7270261749e-01 -9.7868550525e-07
5.8416358681e+00 1.7168329302e-01 1.7168313643e-01 -9.1207556937e-07
5.8567305075e+00 1.7066379954e-01 1.7066365538e-01 -8.4466981859e-07
5.8718251469e+00 1.6964430605e-01 1.6964417433e-01 -7.7645390520e-07
5.8869197862e+00 1.6862481256e-01 1.6862469327e-01 -7.0741313496e-07
5.9020144256e+00 1.6760531907e-01 1.6760521222e-01 -6.3753245563e-07
5.9171090650e+00 1.6658582559e-01 1.6658573117e-01 -5.6679644665e-07
5.9322037044e+00 1.6556633210e-01 1.6556625011e-01 -4.9518930749e-07
5.9472983438e+00 1.6454683861e-01 1.6454676906e-01 -4.2269484654e-07
5.9623929832e+00 1.6352734512e-01 1.6352728800e-01 -3.4929646789e-07
5.9774876226e+00 1.6250785164e-01 1.6250780695e-01 -2.7497715935e-07
5.9925822620e+00 1.6148835815e-01 1.6148832590e-01 -1.9971947878e-07
6.0076769014e+00 1.6046886466e-01 1.6046884484e-01 -1.2350554184e-07
6.0227715408e+00 1.5944937117e-01 1.5944936379e-01 -4.6317005726e-08
6.0378661802e+00 1.5842987769e-01 1.5842988273e-01 3.1864944317e-08
6.0529608196e+00 1.5741038420e-01 1.5741040168e-01 1.1105960995e-07
6.0680554590e+00 1.5639089071e-01 1.5639092063e-01 1.9128679667e-07
6.0831500984e+00 1.5537139722e-01 1.5537143957e-01 2.7256682978e-07
6.0982447378e+00 1.5435190374e-01 1.5435195852e-01 3.5492057108e-07
6.1133393772e+00 1.5333241025e-01 1.5333247746e-01 4.3836943770e-07
6.1284340166e+00 1.5231291676e-01 1.5231299641e-01 5.2293542021e-07
6.1435286560e+00 1.5129342327e-01 1.5129351536e-01 6.0864110136e-07
6.1586232954e+00 1.5027392979e-01 1.5027403430e-01 6.9550967729e-07
6.1737179348e+00 1.4925443630e-01 1.4925455325e-01 7.8356497789e-07
6.1888125742e+00 1.4823494281e-01 1.4823507219e-01 8.7283148808e-07
6.2039072135e+00 1.4721544932e-01 1.4721559114e-01 9.6333437157e-07
6.2190018529e+00 1.4619595584e-01 1.4619611009e-01 1.0550994940e-06
6.2340964923e+00 1.4517646235e-01 1.4517662903e-01 1.1481534468e-06
6.2491911317e+00 1.4415696886e-01 1.4415714798e-01 1.2425235750e-06
6.2642857711e+00 1.4313747537e-01 1.4313766692e-01 1.3382380015e-06
6.2793804105e+00 1.4211798189e-01 1.4211818587e-01 1.4353256563e-06
6.2944750499e+00 1.4109848840e-01 1.4109870482e-01 1.5338163060e-06
6.3095696893e+00 1.4007899491e-01 1.4007922376e-01 1.6337405838e-06
6.3246643287e+00 1.3905950142e-01 1.3905974271e-01 1.7351300206e-06
6.3397589681e+00 1.3804000794e-01 1.3804026165e-01 1.8380170795e-06
6.3548536075e+00 1.3702051445e-01 1.3702078060e-01 1.9424351892e-06
6.3699482469e+00 1.3600102096e-01 1.3600129955e-01 2.0484187806e-06
6.3850428863e+00 1.3498152747e-01 1.3498181849e-01 2.1560033260e-06
6.4001375257e+00 1.3396203399e-01 1.3396233744e-01 2.2652253762e-06
6.4152321651e+00 1.3294254050e-01 1.3294285639e-01 2.3761226039e-06
6.4303268045e+00 1.3192304701e-01 1.3192337533e-01 2.4887338460e-06
6.4454214439e+00 1.3090355352e-01 1.3090389428e-01 2.6030991492e-06
6.4605160833e+00 1.2988406003e-01 1.2988441322e-01 2.7192598179e-06
6.4756107227e+00 1.2886456655e-01 1.2886493217e-01 2.8372584637e-06
6.4907053621e+00 1.2784507306e-01 1.2784545112e-01 2.9571390567e-06
6.5058000015e+00 1.2682557957e-01 1.2682597006e-01 3.0789469814e-06
6.5208946408e+00 1.2580608608e-01 1.2580648901e-01 3.2027290936e-06
6.5359892802e+00 1.2478659260e-01 1.2478700795e-01 3.3285337795e-06
6.5510839196e+00 1.2376709911e-01 1.2376752690e-01 3.4564110206e-06
6.5661785590e+00 1.2274760562e-01 1.2274804585e-01 3.5864124580e-06
6.5812731984e+00 1.2172811213e-01 1.2172856479e-01 3.7185914635e-06
6.5963678378e+00 1.2070861865e-01 1.2070908374e-01 3.8530032114e-06
6.6114624772e+00 1.1968912516e-01 1.1968960268e-01 3.9897047564e-06
6.6265571166e+00 1.1866963167e-01 1.1867012163e-01 4.1287551135e-06
6.6416517560e+00 1.1765013818e-01 1.1765064058e-01 4.2702153435e-06
6.6567463954e+00 1.1663064470e-01 1.1663115952e-01 4.4141486419e-06
6.6718410348e+00 1.1561115121e-01 1.1561167847e-01 4.5606204336e-06
6.6869356742e+00 1.1490943245e-01 1.1490911515e-01 -2.7613010465e-06
6.7020303136e+00 1.1445808853e-01 1.1445777649e-01 -2.7262766884e-06
6.7171249530e+00 1.1400674461e-01 1.1400643782e-01 -2.6909750127e-06
6.7322195924e+00 1.1355540069e-01 1.1355509916e-01 -2.6553927130e-06
6.7473142318e+00 1.1310405678e-01 1.1310376050e-01 -2.6195264295e-06
6.7624088712e+00 1.1265271286e-01 1.1265242183e-01 -2.5833727489e-06
6.7775035106e+00 1.1220136894e-01 1.1220108317e-01 -2.5469282029e-06
6.7925981500e+00 1.1175002502e-01 1.1174974451e-01 -2.5101892674e-06
6.8076927894e+00 1.1129868110e-01 1.1129840584e-01 -2.4731523609e-06
6.8227874288e+00 1.1084733718e-01 1.1084706718e-01 -2.4358138433e-06
6.8378820681e+00 1.1039599327e-01 1.1039572852e-01 -2.3981700157e-06
6.8529767075e+00 1.0994464935e-01 1.0994438986e-01 -2.3602171176e-06
6.8680713469e+00 1.0949330543e-01 1.0949305119e-01 -2.3219513271e-06
6.8831659863e+00 1.0904196151e-01 1.0904171253e-01 -2.2833687591e-06
6.8982606257e+00 1.0859061759e-01 1.0859037387e-01 -2.2444654632e-06
6.9133552651e+00 1.0813927368e-01 1.0813903520e-01 -2.2052374238e-06
6.9284499045e+00 1.0768792976e-01 1.0768769654e-01 -2.1656805578e-06
6.9435445439e+00 1.0723658584e-01 1.0723635788e-01 -2.1257907129e-06
6.9586391833e+00 1.0678524192e-01 1.0678501921e-01 -2.0855636673e-06
6.9737338227e+00 1.0633389800e-01 1.0633368055e-01 -2.0449951268e-06
6.9888284621e+00 1.0588255408e-01 1.0588234189e-01 -2.0040807246e-06
7.0039231015e+00 1.0543121017e-01 1.0543100322e-01 -1.9628160189e-06
7.0190177409e+00 1.0497986625e-01 1.0497966456e-01 -1.9211964911e-06
7.0341123803e+00 1.0452852233e-01 1.0452832590e-01 -1.8792175454e-06
7.0492070197e+00 1.0407717841e-01 1.0407698724e-01 -1.8368745056e-06
7.0643016591e+00 1.0362583449e-01 1.0362564857e-01 -1.7941626142e-06
7.0793962985e+00 1.0317449058e-01 1.0317430991e-01 -1.7510770308e-06
7.0944909379e+00 1.0272314666e-01 1.0272297125e-01 -1.7076128292e-06
7.1095855773e+00 1.0227180274e-01 1.0227163258e-01 -1.6637649969e-06
7.1246802167e+00 1.0182045882e-01 1.0182029392e-01 -1.6195284324e-06
7.1397748561e+00 1.0136911490e-01 1.0136895526e-01 -1.5748979429e-06
7.1548694955e+00 1.0091777098e-01 1.0091761659e-01 -1.5298682433e-06
7.1699641348e+00 1.0046642707e-01 1.0046627793e-01 -1.4844339532e-06
7.1850587742e+00 1.0001508315e-01 1.0001493927e-01 -1.4385895951e-06
7.2001534136e+00 9.9563739230e-02 9.9563600604e-02 -1.3923295924e-06
7.2152480530e+00 9.9112395311e-02 9.9112261941e-02 -1.3456482665e-06
7.2303426924e+00 9.8661051393e-02 9.8660923278e-02 -1.2985398354e-06
7.2454373318e+00 9.8209707475e-02 9.8209584615e-02 -1.2509984101e-06
7.2605319712e+00 9.7758363557e-02 9.7758245952e-02 -1.2030179937e-06
7.2756266106e+00 9.7307019639e-02 9.7306907289e-02 -1.1545924775e-06
7.2907212500e+00 9.6855675720e-02 9.6855568626e-02 -1.1057156388e-06
7.3058158894e+00 9.6404331802e-02 9.6404229963e-02 -1.0563811389e-06
7.3209105288e+00 9.5952987884e-02 9.5952891299e-02 -1.0065825197e-06
7.3360051682e+00 9.5501643966e-02 9.5501552636e-02 -9.5631320052e-07
7.3510998076e+00 9.5050300048e-02 9.5050213973e-02 -9.0556647618e-07
7.3661944470e+00 9.4598956129e-02 9.4598875310e-02 -8.5433551355e-07
7.3812890864e+00 9.4147612211e-02 9.4147536647e-02 -8.0261334802e-07
7.3963837258e+00 9.3696268293e-02 9.3696197984e-02 -7.5039288121e-07
7.4114783652e+00 9.3244924375e-02 9.3244859321e-02 -6.9766687733e-07
7.4265730046e+00 9.2793580457e-02 9.2793520658e-02 -6.4442795949e-07
7.4416676440e+00 9.2342236538e-02 9.2342181995e-02 -5.9066860659e-07
7.4567622834e+00 9.1890892620e-02 9.1890843332e-02 -5.3638114991e-07
7.4718569228e+00 9.1439548702e-02 9.1439504668e-02 -4.8155776978e-07
7.4869515621e+00 9.0988204784e-02 9.0988166005e-02 -4.2619049043e-07
7.5020462015e+00 9.0536860865e-02 9.0536827342e-02 -3.7027117771e-07
7.5171408409e+00 9.0085516947e-02 9.0085488679e-02 -3.1379153441e-07
7.5322354803e+00 8.9634173029e-02 8.9634150016e-02 -2.5674309576e-07
7.5473301197e+00 8.9182829111e-02 8.9182811353e-02 -1.9911722594e-07
7.5624247591e+00 8.8731485193e-02 8.8731472690e-02 -1.4090511388e-07
7.5775193985e+00 8.8280141274e-02 8.8280134027e-02 -8.2097767399e-08
7.5926140379e+00 8.7828797356e-02 8.7828795364e-02 -2.2686010085e-08
7.6077086773e+00 8.7377453438e-02 8.7377456701e-02 3.7339524064e-08
7.6228033167e+00 8.6926109520e-02 8.6926118038e-02 9.7988396053e-08
7.6378979561e+00 8.6474765602e-02 8.6474779374e-02 1.5927036586e-07
7.6529925955e+00 8.6023421683e-02 8.6023440711e-02 2.2119539893e-07
7.6680872349e+00 8.5572077765e-02 8.5572102048e-02 2.8377367032e-07
7.6831818743e+00 8.5120733847e-02 8.5120763385e-02 3.4701557154e-07
7.6982765137e+00 8.4669389929e-02 8.4669424722e-02 4.1093171519e-07
7.7133711531e+00 8.4218046011e-02 8.4218086059e-02 4.7553294153e-07
7.7284657925e+00 8.3766702092e-02 8.3766747396e-02 5.4083032445e-07
7.7435604319e+00 8.3315358174e-02 8.3315408733e-02 6.0683517782e-07
7.7586550713e+00 8.2864014256e-02 8.2864070070e-02 6.7355906182e-07
7.7737497107e+00 8.2412670338e-02 8.2412731407e-02 7.4101379038e-07
7.7888443501e+00 8.1961326419e-02 8.1961392744e-02 8.0921143734e-07
7.8039389894e+00 8.1509982501e-02 8.1510054080e-02 8.7816434342e-07
7.8190336288e+00 8.1058638583e-02 8.1058715417e-02 9.4788512510e-07
7.8341282682e+00 8.0607294665e-02 8.0607376754e-02 1.0183866814e-06
7.8492229076e+00 8.0155950747e-02 8.0156038091e-02 1.0896822008e-06
7.8643175470e+00 7.9704606828e-02 7.9704699428e-02 1.1617851716e-06
7.8794121864e+00 7.9253262910e-02 7.9253360765e-02 1.2347093895e-06
7.8945068258e+00 7.8801918992e-02 7.8802022102e-02 1.3084689648e-06
7.9096014652e+00 7.8350575074e-02 7.8350683439e-02 1.3830783344e-06
7.9246961046e+00 7.7899231156e-02 7.7899344776e-02 1.4585522695e-06
7.9397907440e+00 7.7447887237e-02 7.7448006113e-02 1.5349058852e-06
7.9548853834e+00 7.6996543319e-02 7.6996667449e-02 1.6121546511e-06
7.9699800228e+00 7.6545199401e-02 7.6545328786e-02 1.6903144020e-06
7.9850746622e+00 7.6093855483e-02 7.6093990123e-02 1.7694013481e-06
8.0001693016e+00 7.5642511564e-02 7.5642651460e-02 1.8494320865e-06
8.0152639410e+00 7.5191167646e-02 7.5191312797e-02 1.9304236128e-06
8.0303585804e+00 7.4739823728e-02 7.4739974134e-02 2.0123933337e-06
8.0454532198e+00 7.4288479810e-02 7.4288635471e-02 2.0953590780e-06
8.0605478592e+00 7.3837135892e-02 7.3837296808e-02 2.1793391106e-06
8.0756424986e+00 7.3385791973e-02 7.3385958145e-02 2.2643521466e-06
8.0907371380e+00 7.2934448055e-02 7.2934619482e-02 2.3504173635e-06
8.1058317774e+00 7.2483104137e-02 7.2483280819e-02 2.4375544166e-06
8.1209264167e+00 7.2031760219e-02 7.2031942155e-02 2.5257834542e-06
8.1360210561e+00 7.1580416301e-02 7.1580603492e-02 2.6151251325e-06
8.1511156955e+00 7.1129072382e-02 7.1129264829e-02 2.7056006317e-06
8.1662103349e+00 7.0677728464e-02 7.0677926166e-02 2.7972316738e-06
8.1813049743e+00 7.0226384546e-02 7.0226587503e-02 2.8900405385e-06
8.1963996137e+00 6.9775040628e-02 6.9775248840e-02 2.9840500822e-06
8.2114942531e+00 6.9323696710e-02 6.9323910177e-02 3.0792837568e-06
8.2265888925e+00 6.8872352791e-02 6.8872571514e-02 3.1757656287e-06
8.2416835319e+00 6.8421008873e-02 6.8421232851e-02 3.2735203991e-06
8.2567781713e+00 6.7969664955e-02 6.7969894188e-02 3.3725734259e-06
8.2718728107e+00 6.7518321037e-02 6.7518555524e-02 3.4729507447e-06
8.2869674501e+00 6.7066977118e-02 6.7067216861e-02 3.5746790915e-06
8.3020620895e+00 6.6615633200e-02 6.6615878198e-02 3.6777859276e-06
8.3171567289e+00 6.6164289282e-02 6.6164539535e-02 3.7822994639e-06
8.3322513683e+00 6.5712945364e-02 6.5713200872e-02 3.8882486850e-06
8.3473460077e+00 6.5261601446e-02 6.5261862209e-02 3.9956633783e-06
8.3624406471e+00 6.4810257527e-02 6.4810523546e-02 4.1045741612e-06
8.3775352865e+00 6.4358913609e-02 6.4359184883e-02 4.2150125094e-06
8.3926299259e+00 6.3907569691e-02 6.3907846220e-02 4.3270107876e-06
8.4077245653e+00 6.3456225773e-02 6.3456507557e-02 4.4406022821e-06
