# # k [h/Mpc]  P_LCDM [(Mpc/h)^3]  P_SRC [(Mpc/h)^3]  deltaP_over_P
# # z = 2.0
1.1622976555e+00 8.9440936679e+00 8.9440877703e+00 -6.5938408767e-07
1.1773922949e+00 8.7076216458e+00 8.7076180970e+00 -4.0754887785e-07
1.1924869343e+00 8.4711496237e+00 8.4711484237e+00 -1.4165371496e-07
1.2075815737e+00 8.2346776016e+00 8.2346787504e+00 1.3951266269e-07
1.2226762131e+00 7.9982055795e+00 7.9982090771e+00 4.3730476544e-07
1.2377708525e+00 7.7617335573e+00 7.7617394038e+00 7.5324217022e-07
1.2528654919e+00 7.5252615352e+00 7.5252697305e+00 1.0890354582e-06
1.2679601313e+00 7.2887895131e+00 7.2888000572e+00 1.4466171975e-06
1.2830547707e+00 7.0523174910e+00 7.0523303839e+00 1.8281791609e-06
1.2981494101e+00 6.8158454689e+00 6.8158607106e+00 2.2362172906e-06
1.3132440495e+00 6.5793734468e+00 6.5793910373e+00 2.6735863596e-06
1.3283386889e+00 6.3429014247e+00 6.3429213640e+00 3.1435668604e-06
1.3434333283e+00 6.1792624647e+00 6.1792485206e+00 -2.2565914741e-06
1.3585279677e+00 6.0638784058e+00 6.0638656907e+00 -2.0968507770e-06
1.3736226071e+00 5.9484943468e+00 5.9484828608e+00 -1.9309130394e-06
1.3887172464e+00 5.8331102879e+00 5.8331000309e+00 -1.7584105127e-06
1.4038118858e+00 5.7177262289e+00 5.7177172010e+00 -1.5789457633e-06
1.4189065252e+00 5.6023421700e+00 5.6023343710e+00 -1.3920886160e-06
1.4340011646e+00 5.4869581110e+00 5.4869515411e+00 -1.1973727112e-06
1.4490958040e+00 5.3715740521e+00 5.3715687112e+00 -9.9429161936e-07
1.4641904434e+00 5.2561899931e+00 5.2561858813e+00 -7.8229444161e-07
1.4792850828e+00 5.1408059342e+00 5.1408030513e+00 -5.6078082010e-07
1.4943797222e+00 5.0254218753e+00 5.0254202214e+00 -3.2909526023e-07
1.5094743616e+00 4.9100378163e+00 4.9100373915e+00 -8.6520651911e-08
1.5245690010e+00 4.7946537574e+00 4.7946545616e+00 1.6772914479e-07
1.5396636404e+00 4.6792696984e+00 4.6792717316e+00 4.3451780991e-07
1.5547582798e+00 4.5638856395e+00 4.5638889017e+00 7.1479636585e-07
1.5698529192e+00 4.4485015805e+00 4.4485060718e+00 1.0096145039e-06
1.5849475586e+00 4.3331175216e+00 4.3331232419e+00 1.3201337224e-06
1.6000421980e+00 4.2177334626e+00 4.2177404120e+00 1.6476426194e-06
1.6151368374e+00 4.1023494037e+00 4.1023575820e+00 1.9935747672e-06
1.6302314768e+00 3.9869653447e+00 3.9869747521e+00 2.3595296905e-06
1.6453261162e+00 3.8715812858e+00 3.8715919222e+00 2.7472975944e-06
1.6604207556e+00 3.7561972269e+00 3.7562090923e+00 3.1588886534e-06
1.6755153950e+00 3.6408131679e+00 3.6408262623e+00 3.5965678666e-06
1.6906100344e+00 3.5785533346e+00 3.5785439428e+00 -2.6244738841e-06
1.7057046738e+00 3.5247711628e+00 3.5247624281e+00 -2.4780983722e-06
1.7207993131e+00 3.4709889911e+00 3.4709809134e+00 -2.3271867511e-06
1.7358939525e+00 3.4172068193e+00 3.4171993987e+00 -2.1715248440e-06
1.7509885919e+00 3.3634246475e+00 3.3634178840e+00 -2.0108847754e-06
1.7660832313e+00 3.3096424757e+00 3.3096363693e+00 -1.8450238579e-06
1.7811778707e+00 3.2558603039e+00 3.2558548546e+00 -1.6736833685e-06
1.7962725101e+00 3.2020781321e+00 3.2020733399e+00 -1.4965872021e-06
1.8113671495e+00 3.1482959603e+00 3.1482918252e+00 -1.3134403871e-06
1.8264617889e+00 3.0945137885e+00 3.0945103105e+00 -1.1239274452e-06
1.8415564283e+00 3.0407316168e+00 3.0407287958e+00 -9.2771057883e-07
1.8566510677e+00 2.9869494450e+00 2.9869472811e+00 -7.2442766121e-07
1.8717457071e+00 2.9331672732e+00 2.9331657664e+00 -5.1369000542e-07
1.8868403465e+00 2.8793851014e+00 2.8793842517e+00 -2.9507988492e-07
1.9019349859e+00 2.8256029296e+00 2.8256027370e+00 -6.8147769175e-08
1.9170296253e+00 2.7718207578e+00 2.7718212223e+00 1.6759076163e-07
1.9321242647e+00 2.7180385860e+00 2.7180397077e+00 4.1265846842e-07
1.9472189041e+00 2.6642564142e+00 2.6642581930e+00 6.6762032311e-07
1.9623135435e+00 2.6104742425e+00 2.6104766783e+00 9.3308785685e-07
1.9774081829e+00 2.5566920707e+00 2.5566951636e+00 1.2097240571e-06
1.9925028223e+00 2.5029098989e+00 2.5029136489e+00 1.4982488957e-06
2.0075974617e+00 2.4491277271e+00 2.4491321342e+00 1.7994455869e-06
2.0226921011e+00 2.3953455553e+00 2.3953506195e+00 2.1141676855e-06
2.0377867404e+00 2.3415633835e+00 2.3415691048e+00 2.4433471657e-06
2.0528813798e+00 2.2877812117e+00 2.2877875901e+00 2.7880036394e-06
2.0679760192e+00 2.2339990399e+00 2.2340060754e+00 3.1492549043e-06
2.0830706586e+00 2.1802168682e+00 2.1802245607e+00 3.5283290544e-06
2.0981652980e+00 2.1264346964e+00 2.1264430460e+00 3.9265784290e-06
2.1132599374e+00 2.0752199908e+00 2.0752151808e+00 -2.3178269356e-06
2.1283545768e+00 2.0504697593e+00 2.0504652275e+00 -2.2101639991e-06
2.1434492162e+00 2.0257195279e+00 2.0257152741e+00 -2.0998702121e-06
2.1585438556e+00 2.0009692964e+00 2.0009653208e+00 -1.9868479507e-06
2.1736384950e+00 1.9762190650e+00 1.9762153675e+00 -1.8709947003e-06
2.1887331344e+00 1.9514688335e+00 1.9514654142e+00 -1.7522027458e-06
2.2038277738e+00 1.9267186021e+00 1.9267154609e+00 -1.6303588372e-06
2.2189224132e+00 1.9019683706e+00 1.9019655075e+00 -1.5053438297e-06
2.2340170526e+00 1.8772181392e+00 1.8772155542e+00 -1.3770322949e-06
2.2491116920e+00 1.8524679078e+00 1.8524656009e+00 -1.2452921014e-06
2.2642063314e+00 1.8277176763e+00 1.8277156476e+00 -1.1099839604e-06
2.2793009708e+00 1.8029674449e+00 1.8029656942e+00 -9.7096093509e-07
2.2943956102e+00 1.7782172134e+00 1.7782157409e+00 -8.2806790771e-07
2.3094902496e+00 1.7534669820e+00 1.7534657876e+00 -6.8114100295e-07
2.3245848890e+00 1.7287167505e+00 1.7287158343e+00 -5.3000696028e-07
2.3396795284e+00 1.7039665191e+00 1.7039658810e+00 -3.7448245264e-07
2.3547741677e+00 1.6792162876e+00 1.6792159276e+00 -2.1437334506e-07
2.3698688071e+00 1.6544660562e+00 1.6544659743e+00 -4.9473885254e-08
2.3849634465e+00 1.6297158247e+00 1.6297160210e+00 1.2043417757e-07
2.4000580859e+00 1.6049655933e+00 1.6049660677e+00 2.9558255680e-07
2.4151527253e+00 1.5802153618e+00 1.5802161143e+00 4.7621748303e-07
2.4302473647e+00 1.5554651304e+00 1.5554661610e+00 6.6260085858e-07
2.4453420041e+00 1.5307148989e+00 1.5307162077e+00 8.5501152462e-07
2.4604366435e+00 1.5059646675e+00 1.5059662544e+00 1.0537466533e-06
2.4755312829e+00 1.4812144360e+00 1.4812163011e+00 1.2591232786e-06
2.4906259223e+00 1.4564642046e+00 1.4564663477e+00 1.4714799849e-06
2.5057205617e+00 1.4317139731e+00 1.4317163944e+00 1.6911787688e-06
2.5208152011e+00 1.4069637417e+00 1.4069664411e+00 1.9186070991e-06
2.5359098405e+00 1.3822135102e+00 1.3822164878e+00 2.1541801972e-06
2.5510044799e+00 1.3574632788e+00 1.3574665345e+00 2.3983435660e-06
2.5660991193e+00 1.3327130473e+00 1.3327165811e+00 2.6515758037e-06
2.5811937587e+00 1.3079628159e+00 1.3079666278e+00 2.9143917335e-06
2.5962883981e+00 1.2832125844e+00 1.2832166745e+00 3.1873458978e-06
2.6113830375e+00 1.2584623530e+00 1.2584667212e+00 3.4710364638e-06
2.6264776769e+00 1.2337121216e+00 1.2337167678e+00 3.7661095997e-06
2.6415723163e+00 1.2089618901e+00 1.2089668145e+00 4.0732643876e-06
2.6566669557e+00 1.1842116587e+00 1.1842168612e+00 4.3932583535e-06
2.6717615950e+00 1.1710644912e+00 1.1710617876e+00 -2.3086621425e-06
2.6868562344e+00 1.1597810395e+00 1.1597784569e+00 -2.2267385193e-06
2.7019508738e+00 1.1484975877e+00 1.1484951262e+00 -2.1432051733e-06
2.7170455132e+00 1.1372141359e+00 1.1372117955e+00 -2.0580141899e-06
2.7321401526e+00 1.1259306842e+00 1.1259284648e+00 -1.9711157328e-06
2.7472347920e+00 1.1146472324e+00 1.1146451341e+00 -1.8824579486e-06
2.7623294314e+00 1.1033637806e+00 1.1033618034e+00 -1.7919868627e-06
2.7774240708e+00 1.0920803288e+00 1.0920784727e+00 -1.6996462692e-06
2.7925187102e+00 1.0807968771e+00 1.0807951420e+00 -1.6053776159e-06
2.8076133496e+00 1.0695134253e+00 1.0695118113e+00 -1.5091198788e-06
2.8227079890e+00 1.0582299735e+00 1.0582284806e+00 -1.4108094318e-06
2.8378026284e+00 1.0469465217e+00 1.0469451498e+00 -1.3103799060e-06
2.8528972678e+00 1.0356630700e+00 1.0356618191e+00 -1.2077620398e-06
2.8679919072e+00 1.0243796182e+00 1.0243784884e+00 -1.1028835197e-06
2.8830865466e+00 1.0130961664e+00 1.0130951577e+00 -9.9566881157e-07
2.8981811860e+00 1.0018127147e+00 1.0018118270e+00 -8.8603897713e-07
2.9132758254e+00 9.9052926288e-01 9.9052849630e-01 -7.7391148221e-07
2.9283704648e+00 9.7924581111e-01 9.7924516559e-01 -6.5919998813e-07
2.9434651042e+00 9.6796235934e-01 9.6796183488e-01 -5.4181413052e-07
2.9585597436e+00 9.5667890756e-01 9.5667850417e-01 -4.2165928188e-07
2.9736543830e+00 9.4539545579e-01 9.4539517346e-01 -2.9863629708e-07
2.9887490224e+00 9.3411200402e-01 9.3411184275e-01 -1.7264124049e-07
3.0038436617e+00 9.2282855225e-01 9.2282851204e-01 -4.3565093631e-08
3.0189383011e+00 9.1154510047e-01 9.1154518133e-01 8.8706560696e-08
3.0340329405e+00 9.0026164870e-01 9.0026185062e-01 2.2429387504e-07
3.0491275799e+00 8.8897819693e-01 8.8897851991e-01 3.6332310265e-07
3.0642222193e+00 8.7769474516e-01 8.7769518921e-01 5.0592698896e-07
3.0793168587e+00 8.6641129338e-01 8.6641185850e-01 6.5224519454e-07
3.0944114981e+00 8.5512784161e-01 8.5512852779e-01 8.0242475121e-07
3.1095061375e+00 8.4384438984e-01 8.4384519708e-01 9.5662055510e-07
3.1246007769e+00 8.3256093807e-01 8.3256186637e-01 1.1149958991e-06
3.1396954163e+00 8.2127748629e-01 8.2127853566e-01 1.2777230498e-06
3.1547900557e+00 8.0999403452e-01 8.0999520495e-01 1.4449838736e-06
3.1698846951e+00 7.9871058275e-01 7.9871187424e-01 1.6169705128e-06
3.1849793345e+00 7.8742713098e-01 7.8742854353e-01 1.7938861235e-06
3.2000739739e+00 7.7614367920e-01 7.7614521282e-01 1.9759456755e-06
3.2151686133e+00 7.6486022743e-01 7.6486188211e-01 2.1633768237e-06
3.2302632527e+00 7.5357677566e-01 7.5357855140e-01 2.3564208580e-06
3.2453578921e+00 7.4229332389e-01 7.4229522069e-01 2.5553337398e-06
3.2604525315e+00 7.3100987211e-01 7.3101188998e-01 2.7603872330e-06
3.2755471709e+00 7.1972642034e-01 7.1972855927e-01 2.9718701451e-06
3.2906418103e+00 7.0844296857e-01 7.0844522857e-01 3.1900896818e-06
3.3057364497e+00 6.9715951680e-01 6.9716189786e-01 3.4153729380e-06
3.3208310890e+00 6.8587606502e-01 6.8587856715e-01 3.6480685328e-06
3.3359257284e+00 6.7459261325e-01 6.7459523644e-01 3.8885484091e-06
3.3510203678e+00 6.6488404983e-01 6.6488212652e-01 -2.8926986211e-06
3.3661150072e+00 6.5978338146e-01 6.5978151898e-01 -2.8228694214e-06
3.3812096466e+00 6.5468271309e-01 6.5468091143e-01 -2.7519521351e-06
3.3963042860e+00 6.4958204472e-01 6.4958030389e-01 -2.6799211312e-06
3.4113989254e+00 6.4448137636e-01 6.4447969635e-01 -2.6067499663e-06
3.4264935648e+00 6.3938070799e-01 6.3937908881e-01 -2.5324113535e-06
3.4415882042e+00 6.3428003962e-01 6.3427848127e-01 -2.4568771280e-06
3.4566828436e+00 6.2917937125e-01 6.2917787373e-01 -2.3801182119e-06
3.4717774830e+00 6.2407870289e-01 6.2407726619e-01 -2.3021045766e-06
3.4868721224e+00 6.1897803452e-01 6.1897665865e-01 -2.2228052035e-06
3.5019667618e+00 6.1387736615e-01 6.1387605111e-01 -2.1421880435e-06
3.5170614012e+00 6.0877669778e-01 6.0877544357e-01 -2.0602199731e-06
3.5321560406e+00 6.0367602942e-01 6.0367483603e-01 -1.9768667494e-06
3.5472506800e+00 5.9857536105e-01 5.9857422849e-01 -1.8920929621e-06
3.5623453194e+00 5.9347469268e-01 5.9347362095e-01 -1.8058619839e-06
3.5774399588e+00 5.8837402431e-01 5.8837301341e-01 -1.7181359172e-06
3.5925345982e+00 5.8327335595e-01 5.8327240587e-01 -1.6288755388e-06
3.6076292376e+00 5.7817268758e-01 5.7817179833e-01 -1.5380402413e-06
3.6227238770e+00 5.7307201921e-01 5.7307119079e-01 -1.4455879719e-06
3.6378185163e+00 5.6797135085e-01 5.6797058325e-01 -1.3514751664e-06
3.6529131557e+00 5.6287068248e-01 5.6286997571e-01 -1.2556566826e-06
3.6680077951e+00 5.5777001411e-01 5.5776936817e-01 -1.1580857263e-06
3.6831024345e+00 5.5266934574e-01 5.5266876062e-01 -1.0587137759e-06
3.6981970739e+00 5.4756867738e-01 5.4756815308e-01 -9.5749050214e-07
3.7132917133e+00 5.4246800901e-01 5.4246754554e-01 -8.5436368236e-07
3.7283863527e+00 5.3736734064e-01 5.3736693800e-01 -7.4927911205e-07
3.7434809921e+00 5.3226667227e-01 5.3226633046e-01 -6.4218050770e-07
3.7585756315e+00 5.2716600391e-01 5.2716572292e-01 -5.3300940811e-07
3.7736702709e+00 5.2206533554e-01 5.2206511538e-01 -4.2170506778e-07
3.7887649103e+00 5.1696466717e-01 5.1696450784e-01 -3.0820434341e-07
3.8038595497e+00 5.1186399880e-01 5.1186390030e-01 -1.9244157439e-07
3.8189541891e+00 5.0676333044e-01 5.0676329276e-01 -7.4348457005e-08
3.8340488285e+00 5.0166266207e-01 5.0166268522e-01 4.6146089939e-08
3.8491434679e+00 4.9656199370e-01 4.9656207768e-01 1.6911606888e-07
3.8642381073e+00 4.9146132534e-01 4.9146147014e-01 2.9463855431e-07
3.8793327467e+00 4.8636065697e-01 4.8636086260e-01 4.2279385349e-07
3.8944273861e+00 4.8125998860e-01 4.8126025506e-01 5.5366567898e-07
3.9095220255e+00 4.7615932023e-01 4.7615964752e-01 6.8734132979e-07
3.9246166649e+00 4.7105865187e-01 4.7105903998e-01 8.2391188620e-07
3.9397113043e+00 4.6595798350e-01 4.6595843244e-01 9.6347241656e-07
3.9548059436e+00 4.6085731513e-01 4.6085782490e-01 1.1061221980e-06
3.9699005830e+00 4.5575664676e-01 4.5575721735e-01 1.2519649521e-06
3.9849952224e+00 4.5065597840e-01 4.5065660981e-01 1.4011090960e-06
4.0000898618e+00 4.4555531003e-01 4.4555600227e-01 1.5536680114e-06
4.0151845012e+00 4.4045464166e-01 4.4045539473e-01 1.7097603323e-06
4.0302791406e+00 4.3535397329e-01 4.3535478719e-01 1.8695102524e-06
4.0453737800e+00 4.3025330493e-01 4.3025417965e-01 2.0330478545e-06
4.0604684194e+00 4.2515263656e-01 4.2515357211e-01 2.2005094642e-06
4.0755630588e+00 4.2005196819e-01 4.2005296457e-01 2.3720380286e-06
4.0906576982e+00 4.1495129982e-01 4.1495235703e-01 2.5477835231e-06
4.1057523376e+00 4.0985063146e-01 4.0985174949e-01 2.7279033891e-06
4.1208469770e+00 4.0474996309e-01 4.0475114195e-01 2.9125630045e-06
4.1359416164e+00 3.9964929472e-01 3.9965053441e-01 3.1019361901e-06
4.1510362558e+00 3.9454862636e-01 3.9454992687e-01 3.2962057544e-06
4.1661308952e+00 3.8944795799e-01 3.8944931933e-01 3.4955640842e-06
4.1812255346e+00 3.8434728962e-01 3.8434871179e-01 3.7002137782e-06
4.1963201740e+00 3.7924662125e-01 3.7924810425e-01 3.9103683344e-06
4.2114148134e+00 3.7414595289e-01 3.7414749671e-01 4.1262528935e-06
4.2265094528e+00 3.7140514942e-01 3.7140406231e-01 -2.9270278158e-06
4.2416040922e+00 3.6911700721e-01 3.6911594811e-01 -2.8692799714e-06
4.2566987316e+00 3.6682886500e-01 3.6682783391e-01 -2.8108117077e-06
4.2717933710e+00 3.6454072278e-01 3.6453971971e-01 -2.7516094591e-06
4.2868880103e+00 3.6225258057e-01 3.6225160551e-01 -2.6916593168e-06
4.3019826497e+00 3.5996443836e-01 3.5996349131e-01 -2.6309470193e-06
4.3170772891e+00 3.5767629614e-01 3.5767537711e-01 -2.5694579391e-06
4.3321719285e+00 3.5538815393e-01 3.5538726291e-01 -2.5071770721e-06
4.3472665679e+00 3.5310001172e-01 3.5309914871e-01 -2.4440890263e-06
4.3623612073e+00 3.5081186950e-01 3.5081103451e-01 -2.3801780071e-06
4.3774558467e+00 3.4852372729e-01 3.4852292031e-01 -2.3154278052e-06
4.3925504861e+00 3.4623558508e-01 3.4623480611e-01 -2.2498217835e-06
4.4076451255e+00 3.4394744286e-01 3.4394669191e-01 -2.1833428614e-06
4.4227397649e+00 3.4165930065e-01 3.4165857771e-01 -2.1159735012e-06
4.4378344043e+00 3.3937115844e-01 3.3937046351e-01 -2.0476956923e-06
4.4529290437e+00 3.3708301623e-01 3.3708234931e-01 -1.9784909345e-06
4.4680236831e+00 3.3479487401e-01 3.3479423511e-01 -1.9083402226e-06
4.4831183225e+00 3.3250673180e-01 3.3250612091e-01 -1.8372240274e-06
4.4982129619e+00 3.3021858959e-01 3.3021800671e-01 -1.7651222792e-06
4.5133076013e+00 3.2793044737e-01 3.2792989251e-01 -1.6920143478e-06
4.5284022407e+00 3.2564230516e-01 3.2564177831e-01 -1.6178790233e-06
4.5434968801e+00 3.2335416295e-01 3.2335366411e-01 -1.5426944952e-06
4.5585915195e+00 3.2106602073e-01 3.2106554991e-01 -1.4664383314e-06
4.5736861589e+00 3.1877787852e-01 3.1877743571e-01 -1.3890874561e-06
4.5887807983e+00 3.1648973631e-01 3.1648932151e-01 -1.3106181253e-06
4.6038754376e+00 3.1420159409e-01 3.1420120731e-01 -1.2310059042e-06
4.6189700770e+00 3.1191345188e-01 3.1191309311e-01 -1.1502256407e-06
4.6340647164e+00 3.0962530967e-01 3.0962497891e-01 -1.0682514389e-06
4.6491593558e+00 3.0733716745e-01 3.0733686471e-01 -9.8505663221e-07
4.6642539952e+00 3.0504902524e-01 3.0504875051e-01 -9.0061375366e-07
4.6793486346e+00 3.0276088303e-01 3.0276063631e-01 -8.1489450621e-07
4.6944432740e+00 3.0047274081e-01 3.0047252211e-01 -7.2786973013e-07
4.7095379134e+00 2.9818459860e-01 2.9818440791e-01 -6.3950937193e-07
4.7246325528e+00 2.9589645639e-01 2.9589629371e-01 -5.4978244741e-07
4.7397271922e+00 2.9360831417e-01 2.9360817951e-01 -4.5865700670e-07
4.7548218316e+00 2.9132017196e-01 2.9132006531e-01 -3.6610009650e-07
4.7699164710e+00 2.8903202975e-01 2.8903195111e-01 -2.7207772004e-07
4.7850111104e+00 2.8674388754e-01 2.8674383691e-01 -1.7655479459e-07
4.8001057498e+00 2.8445574532e-01 2.8445572271e-01 -7.9495110007e-08
4.8152003892e+00 2.8216760311e-01 2.8216760851e-01 1.9138719580e-08
4.8302950286e+00 2.7987946090e-01 2.7987949431e-01 1.1938530243e-07
4.8453896680e+00 2.7759131868e-01 2.7759138011e-01 2.2128451937e-07
4.8604843074e+00 2.7530317647e-01 2.7530326591e-01 3.2487757707e-07
4.8755789468e+00 2.7301503426e-01 2.7301515171e-01 4.3020706425e-07
4.8906735862e+00 2.7072689204e-01 2.7072703751e-01 5.3731700881e-07
4.9057682256e+00 2.6843874983e-01 2.6843892331e-01 6.4625293980e-07
4.9208628649e+00 2.6615060762e-01 2.6615080911e-01 7.5706195259e-07
4.9359575043e+00 2.6386246540e-01 2.6386269491e-01 8.6979277531e-07
4.9510521437e+00 2.6157432319e-01 2.6157458071e-01 9.8449584193e-07
4.9661467831e+00 2.5928618098e-01 2.5928646651e-01 1.1012233661e-06
4.9812414225e+00 2.5699803876e-01 2.5699835231e-01 1.2200294210e-06
4.9963360619e+00 2.5470989655e-01 2.5471023811e-01 1.3409700230e-06
5.0114307013e+00 2.5242175434e-01 2.5242212391e-01 1.4641032199e-06
5.0265253407e+00 2.5013361212e-01 2.5013400971e-01 1.5894891829e-06
5.0416199801e+00 2.4784546991e-01 2.4784589551e-01 1.7171903054e-06
5.0567146195e+00 2.4555732770e-01 2.4555778131e-01 1.8472713066e-06
5.0718092589e+00 2.4326918548e-01 2.4326966711e-01 1.9797993407e-06
5.0869038983e+00 2.4098104327e-01 2.4098155291e-01 2.1148441120e-06
5.1019985377e+00 2.3869290106e-01 2.3869343871e-01 2.2524779979e-06
5.1170931771e+00 2.3640475885e-01 2.3640532451e-01 2.3927761781e-06
5.1321878165e+00 2.3411661663e-01 2.3411721031e-01 2.5358167708e-06
5.1472824559e+00 2.3182847442e-01 2.3182909611e-01 2.6816809788e-06
