# # ell  Cl_LCDM  Cl_SRC  deltaC_over_C
# # Spectrum: TT
2.0000000000e+00 1.3813354783e-10 1.3822349086e-10 6.5113092664e-04
3.2496248124e+00 1.2884499901e-10 1.2888834433e-10 3.3641446424e-04
4.4992496248e+00 1.2090617122e-10 1.2092990381e-10 1.9628939732e-04
5.7488744372e+00 1.1554947487e-10 1.1556471456e-10 1.3188882367e-04
6.9984992496e+00 1.1228675751e-10 1.1229541305e-10 7.7084313411e-05
8.2481240620e+00 1.1075090827e-10 1.1075635138e-10 4.9147313609e-05
9.4977488744e+00 1.1020412687e-10 1.1020886428e-10 4.2987632821e-05
1.0747373687e+01 1.1037017874e-10 1.1037472959e-10 4.1232561953e-05
1.1996998499e+01 1.1105405607e-10 1.1105751414e-10 3.1138607889e-05
1.3246623312e+01 1.1216533739e-10 1.1216650521e-10 1.0411603410e-05
1.4496248124e+01 1.1356566847e-10 1.1356994010e-10 3.7613755536e-05
1.5745872936e+01 1.1518571490e-10 1.1518895180e-10 2.8101536567e-05
1.6995497749e+01 1.1699610019e-10 1.1699814757e-10 1.7499529423e-05
1.8245122561e+01 1.1895262302e-10 1.1895435052e-10 1.4522533583e-05
1.9494747374e+01 1.2103234084e-10 1.2103508513e-10 2.2674048734e-05
2.0744372186e+01 1.2322859488e-10 1.2323397012e-10 4.3620114909e-05
2.1993996998e+01 1.2551649097e-10 1.2552190464e-10 4.3131125856e-05
2.3243621811e+01 1.2790367414e-10 1.2790789498e-10 3.3000162448e-05
2.4493246623e+01 1.3036800916e-10 1.3037381141e-10 4.4506636744e-05
2.5742871436e+01 1.3289081399e-10 1.3289862440e-10 5.8773180705e-05
2.6992496248e+01 1.3546827398e-10 1.3547699091e-10 6.4346647169e-05
2.8242121061e+01 1.3811620092e-10 1.3812579163e-10 6.9439402671e-05
2.9491745873e+01 1.4081485764e-10 1.4082621160e-10 8.0630439741e-05
3.0741370685e+01 1.4357183798e-10 1.4358498985e-10 9.1604838830e-05
3.1990995498e+01 1.4638045308e-10 1.4639416993e-10 9.3706823139e-05
3.3240620310e+01 1.4924192029e-10 1.4925454639e-10 8.4601590101e-05
3.4490245123e+01 1.5213533213e-10 1.5214616523e-10 7.1206967170e-05
3.5739869935e+01 1.5505417355e-10 1.5506331144e-10 5.8933511743e-05
3.6989494747e+01 1.5801224716e-10 1.5802060763e-10 5.2910222535e-05
3.8239119560e+01 1.6102547301e-10 1.6103538806e-10 6.1574394308e-05
3.9488744372e+01 1.6408605112e-10 1.6409997859e-10 8.4879066651e-05
4.0738369185e+01 1.6719104622e-10 1.6721014998e-10 1.1426305981e-04
4.1987993997e+01 1.7032869966e-10 1.7035222104e-10 1.3809407864e-04
4.3237618809e+01 1.7348459953e-10 1.7350939320e-10 1.4291565188e-04
4.4487243622e+01 1.7666394476e-10 1.7668751828e-10 1.3343704971e-04
4.5736868434e+01 1.7987894951e-10 1.7989997819e-10 1.1690462523e-04
4.6986493247e+01 1.8313826947e-10 1.8315686027e-10 1.0151232492e-04
4.8236118059e+01 1.8645464305e-10 1.8647262011e-10 9.6415157864e-05
4.9485742871e+01 1.8982131585e-10 1.8984024149e-10 9.9702381422e-05
5.0735367684e+01 1.9323324924e-10 1.9325405288e-10 1.0766078171e-04
5.1984992496e+01 1.9668054286e-10 1.9670339454e-10 1.1618677433e-04
5.3234617309e+01 2.0015495342e-10 2.0017914389e-10 1.2085873421e-04
5.4484242121e+01 2.0365634060e-10 2.0368120256e-10 1.2207802141e-04
5.5733866933e+01 2.0719121715e-10 2.0721632442e-10 1.2117924838e-04
5.6983491746e+01 2.1076466939e-10 2.1078987931e-10 1.1961169710e-04
5.8233116558e+01 2.1438676824e-10 2.1441235330e-10 1.1934065176e-04
5.9482741371e+01 2.1805381064e-10 2.1808028065e-10 1.2139210033e-04
6.0732366183e+01 2.2176769772e-10 2.2179550071e-10 1.2536986003e-04
6.1981990995e+01 2.2552941589e-10 2.2555886922e-10 1.3059641234e-04
6.3231615808e+01 2.2934484282e-10 2.2937610489e-10 1.3631034342e-04
6.4481240620e+01 2.3320382019e-10 2.3323682365e-10 1.4152198025e-04
6.5730865433e+01 2.3710452686e-10 2.3713908872e-10 1.4576636346e-04
6.6980490245e+01 2.4104915951e-10 2.4108508406e-10 1.4903410683e-04
6.8230115058e+01 2.4504672793e-10 2.4508379796e-10 1.5127738855e-04
6.9479739870e+01 2.4909131136e-10 2.4912934796e-10 1.5270140415e-04
7.0729364682e+01 2.5318137329e-10 2.5322021424e-10 1.5341158990e-04
7.1978989495e+01 2.5731526312e-10 2.5735476574e-10 1.5351836086e-04
7.3228614307e+01 2.6150072208e-10 2.6154076628e-10 1.5313226079e-04
7.4478239120e+01 2.6573372509e-10 2.6577425757e-10 1.5253042741e-04
7.5727863932e+01 2.7001483250e-10 2.7005585452e-10 1.5192503147e-04
7.6977488744e+01 2.7434445317e-10 2.7438602579e-10 1.5153439116e-04
7.8227113557e+01 2.7872925269e-10 2.7877153453e-10 1.5169504104e-04
7.9476738369e+01 2.8316115943e-10 2.8320437241e-10 1.5260914115e-04
8.0726363182e+01 2.8763909277e-10 2.8768348769e-10 1.5434244017e-04
8.1975987994e+01 2.9216440006e-10 2.9221020178e-10 1.5676691994e-04
8.3225612806e+01 2.9674571229e-10 2.9679312672e-10 1.5978132803e-04
8.4475237619e+01 3.0137714663e-10 3.0142630122e-10 1.6309994697e-04
8.5724862431e+01 3.0605787189e-10 3.0610883708e-10 1.6652141288e-04
